Class	PixelSum	Percentage %	Area [degree^2]
10.0	43906	3.98239640382	0.318877561559
11.0	5893	0.53451150202	0.0427992864361
20.0	10044	0.911018755522	0.0729468917299
30.0	9580	0.868932664068	0.0695769835496
40.0	24075	2.18366950808	0.174850300518
50.0	628401	56.997719732	4.5639087724
60.0	4897	0.444171529848	0.0355656042216
61.0	2676	0.242720648126	0.0194350739018
70.0	151938	13.7811994899	1.10348514891
100.0	74319	6.74094015249	0.539759064763
110.0	3881	0.352017502009	0.0281866673441
120.0	21994	1.99491701602	0.159736552838
121.0	92435	8.38411177485	0.671330738456
122.0	42	0.00380951689884	0.00030503479218
130.0	19988	1.81296723271	0.145167510145
150.0	15	0.00136054174958	0.000108940997207
170.0	183	0.0165986093449	0.00132908016593
180.0	1369	0.124172110345	0.00994268167844
190.0	141	0.0127890924461	0.00102404537375
200.0	5	0.000453513916528	3.63136657357e-05
201.0	45	0.00408162524875	0.000326822991622
202.0	7	0.000634919483139	5.083913203e-05
210.0	6315	0.572788076575	0.0458641598242
220.0	353	0.0320180825069	0.00256374480094
