Class	PixelSum	Percentage %	Area [degree^2]
10.0	44244	4.01305394457	0.321332365362
11.0	6025	0.546484269416	0.0437579672115
20.0	10330	0.936959751547	0.07502403341
30.0	9759	0.885168462279	0.070877012783
40.0	24846	2.25360135401	0.180449867774
50.0	632353	57.3561771317	4.5926110938
60.0	4612	0.418321236605	0.0334957252746
61.0	2671	0.242267134209	0.019398760236
70.0	151637	13.7538979521	1.10129906623
100.0	76999	6.98402361175	0.559223189597
110.0	3903	0.354012963242	0.0283464474733
120.0	14666	1.33024701996	0.106515244336
121.0	91794	8.32597129076	0.666675326509
122.0	42	0.00380951689884	0.00030503479218
130.0	20011	1.81505339673	0.145334553008
150.0	15	0.00136054174958	0.000108940997207
170.0	175	0.0158729870785	0.00127097830075
180.0	1430	0.129704980127	0.0103857084004
190.0	269	0.0243990487092	0.00195367521658
200.0	5	0.000453513916528	3.63136657357e-05
201.0	45	0.00408162524875	0.000326822991622
202.0	7	0.000634919483139	5.083913203e-05
210.0	6311	0.572425265442	0.0458351088916
220.0	353	0.0320180825069	0.00256374480094
