Class	PixelSum	Percentage %	Area [degree^2]
10.0	175230	9.35859222163	1.27264872937
11.0	49651	2.65173464815	0.360601963489
20.0	7122	0.380368052288	0.051725185474
30.0	38499	2.05613446294	0.279607963432
40.0	260603	13.9181487687	1.89269004635
50.0	237601	12.6896699792	1.72563265849
60.0	149170	7.966793367	1.08338190356
61.0	316	0.0168767627805	0.0022950236745
70.0	250828	13.3960906795	1.82169682983
100.0	437169	23.3480933798	3.1750417872
110.0	200	0.0106814954307	0.00145254662943
120.0	82394	4.4004556726	0.598405634926
121.0	151242	8.07745365967	1.09843028664
122.0	8	0.000427259817229	5.81018651772e-05
130.0	24071	1.28557138256	0.174821249585
170.0	82	0.0043794131266	0.000595544118066
180.0	648	0.0346080451955	0.00470625107935
190.0	718	0.0383465685963	0.00521464239965
210.0	6845	0.365574181117	0.0497134083922
