Class	PixelSum	Percentage %	Area [degree^2]
10.0	182603	9.75236555068	1.32619686087
11.0	52252	2.79064749623	0.379492332405
20.0	7449	0.397832297317	0.0541000992131
30.0	41102	2.19515412597	0.298512857814
40.0	273650	14.6149561231	1.98744692572
50.0	257170	13.7348008996	1.86775708345
60.0	123292	6.58471467322	0.895436895178
61.0	316	0.0168767627805	0.0022950236745
70.0	256506	13.6993383348	1.86293462864
100.0	467690	24.97814299	3.39670766559
110.0	141	0.00753045427866	0.00102404537375
120.0	25968	1.38688536673	0.188598654365
121.0	150055	8.01405898429	1.08980942239
122.0	8	0.000427259817229	5.81018651772e-05
130.0	24301	1.29785510231	0.176491678209
170.0	64	0.00341807853783	0.000464814921417
180.0	692	0.0369579741903	0.00502581133782
190.0	1710	0.0913267859327	0.0124192736816
210.0	7428	0.396710740297	0.053947581817
