Class	PixelSum	Percentage %	Area [metre^2]
1.0	840105	2.11839666392	756094500.0
2.0	16847	0.0424811524715	15162300.0
3.0	24742179	62.3895220856	22267961100.0
4.0	1454036	3.66647622812	1308632400.0
5.0	906163	2.28496756497	815546700.0
6.0	8662139	21.8423248999	7795925100.0
7.0	496982	1.25318265077	447283800.0
8.0	1400940	3.53259011951	1260846000.0
9.0	1138196	2.87005863468	1024376400.0
