Class	PixelSum	Percentage %	Area [metre^2]
1.0	635276	1.60190280866	571748400.0
2.0	44101	0.111204446201	39690900.0
3.0	26291409	66.2960381326	23662268100.0
4.0	3825393	9.64605587324	3442853700.0
5.0	53432	0.134733361362	48088800.0
6.0	6791328	17.1249148366	6112195200.0
7.0	560603	1.41360844774	504542700.0
8.0	780074	1.96702335924	702066600.0
9.0	675971	1.70451873433	608373900.0
