Class	PixelSum	Percentage %	Area [degree^2]
1.0	150869	69.582282159	1.09572128718
2.0	12420	5.72822743184	0.0902031456875
3.0	36920	17.0278709166	0.268140107793
4.0	227	0.10469465596	0.0016486404244
5.0	11244	5.18584454458	0.0816621715065
6.0	5141	2.37108029204	0.0373377111095
