"","ColA","ColB","ColC","ColD","ColE","ColF","ColG","ColH","ColI","ColJ","ColK","ColL"
"245",18,"2009-2010","Cropland","Gain",77,3.04,0.56,14,63,82.16,0,0.39
"246",18,"2009-2010","Non-Vegetation","Gain",0,0,0.56,19,19,0,100,0.39
"247",19,"2010-2011","Forest","Gain",1,0,0.61,397,396,0,99.75,0.42
"248",19,"2010-2011","Mosaic Vegetation","Gain",217,2.43,0.61,53,164,75.59,0,0.42
"249",19,"2010-2011","Shrubland","Gain",247,1.36,0.61,109,138,55.88,0,0.42
"250",19,"2010-2011","Other Vegetation","Gain",12,48,0.61,0,12,99.34,0,0.42
"251",19,"2010-2011","Cropland","Gain",118,4.46,0.61,15,103,86.94,0,0.42
"252",19,"2010-2011","Non-Vegetation","Gain",0,0,0.61,20,20,0,100,0.42
"253",20,"2011-2012","Forest","Gain",21,0.03,0.05,35,14,0,40.28,0.02
"254",20,"2011-2012","Mosaic Vegetation","Gain",10,0.11,0.05,5,5,51.97,0,0.02
"255",20,"2011-2012","Shrubland","Gain",19,0.1,0.05,10,9,48.51,0,0.02
"256",20,"2011-2012","Other Vegetation","Gain",0,0,0.05,0,0,0,100,0.02
"257",20,"2011-2012","Cropland","Gain",0,0,0.05,1,1,0,100,0.02
"258",20,"2011-2012","Non-Vegetation","Gain",3,0.09,0.05,2,1,39.71,0,0.02
"259",21,"2012-2013","Forest","Gain",41,0.06,0.15,98,57,0,57.95,0.06
"260",21,"2012-2013","Mosaic Vegetation","Gain",27,0.3,0.15,13,14,50.59,0,0.06
"261",21,"2012-2013","Shrubland","Gain",38,0.21,0.15,27,11,28.58,0,0.06
"262",21,"2012-2013","Other Vegetation","Gain",0,0,0.15,0,0,0,100,0.06
"263",21,"2012-2013","Cropland","Gain",33,1.24,0.15,4,29,88.04,0,0.06
"264",21,"2012-2013","Non-Vegetation","Gain",8,0.24,0.15,5,3,37.18,0,0.06
"265",22,"2013-2014","Forest","Gain",31,0.05,0.22,142,111,0,78.23,0.12
"266",22,"2013-2014","Mosaic Vegetation","Gain",85,0.94,0.22,20,65,76.98,0,0.12
"267",22,"2013-2014","Shrubland","Gain",39,0.21,0.22,40,1,0,1.94,0.12
"268",22,"2013-2014","Other Vegetation","Gain",0,0,0.22,0,0,0,100,0.12
"269",22,"2013-2014","Cropland","Gain",56,2.07,0.22,6,50,89.6,0,0.12
"270",22,"2013-2014","Non-Vegetation","Gain",4,0.12,0.22,7,3,0,45.73,0.12
"271",23,"2014-2015","Forest","Gain",0,0,0,0,0,0,0,0
"272",23,"2014-2015","Mosaic Vegetation","Gain",0,0,0,0,0,0,0,0
"273",23,"2014-2015","Shrubland","Gain",0,0,0,0,0,0,0,0
"274",23,"2014-2015","Other Vegetation","Gain",0,0,0,0,0,0,0,0
"275",23,"2014-2015","Cropland","Gain",0,0,0,0,0,0,0,0
"276",23,"2014-2015","Non-Vegetation","Gain",0,0,0,0,0,0,0,0
