Class	PixelSum	Percentage %	Area [degree^2]
1.0	290684	61.4135831421	2.11116032214
2.0	40882	8.63724906089	0.296915056522
3.0	106716	22.5461736408	0.775049830531
4.0	1103	0.233033748695	0.0080107946613
5.0	24214	5.11575629276	0.175859820425
6.0	9723	2.05420411475	0.0706155543897
