Class	PixelSum	Percentage %	Area [degree^2]
1.0	43500	0.0232320818323	0.00315927837829
2.0	140784239	75.1887577275	10.2247494776
3.0	104	5.55433680588e-05	7.55321727222e-06
4.0	1	5.3407084672e-07	7.2627089156e-08
6.0	9674129	5.1666702663	0.70260382939
8.0	35949888	19.1997871236	2.61093572092
9.0	654469	0.349532812982	0.0475321784128
10.0	134746	0.0719639103121	0.00978620975541
