Interval*, Id_From*, Id_To_*, Category_name_From, Category_name_To_, Observed_Annual_Transition_number_of_elements, Transition_Intensity_percent_of_t2_category, Uniform_Intensity_percent_of_t2_non_category, Uniform_Annual_Transition_number_of_elements, Hypothesized_Annual_error_number_of_elements, Commission_Intensity_percent_of_transition, Omission_Intensity_percent_of_transition, 
20, 1, 3, Forest, Cropland, 7, 0.0281180960032135, 0.00685830586818106, 1.70701223659329, 5.29298776340671, 75.6141109058101, 0, 
20, 1, 4, Forest, Non-Forest, 0, 0, 0.00685830586818106, 0.664135305646612, 0.664135305646612, 0, 100, 
20, 2, 1, Other Vegetation, Forest, 63, 0.0219952099320592, 0.0102037767092966, 29.2228229296429, 33.7771770703571, 53.6145667783446, 0, 
20, 2, 2, Other Vegetation, Other Vegetation, 0, 0, 0.0102037767092966, 0, 0, 0, 0, 
20, 2, 3, Other Vegetation, Cropland, 214, 0.859610363526813, 0.0102037767092966, 2.51865112715865, 211.481348872841, 98.8230602209539, 0, 
20, 2, 4, Other Vegetation, Non-Forest, 3, 0.0309821336362698, 0.0102037767092966, 0.987826381058109, 2.01217361894189, 67.0724539647297, 0, 
20, 3, 1, Cropland, Forest, 1, 0.000349130316381893, 0.000174124718570924, 0.498737593592199, 0.501262406407801, 50.1262406407801, 0, 
20, 3, 2, Cropland, Other Vegetation, 0, 0, 0.000174124718570924, 0.265223750652969, 0.265223750652969, 0, 100, 
20, 3, 3, Cropland, Cropland, 0, 0, 0.000174124718570924, 0, 0, 0, 0, 
20, 3, 4, Cropland, Non-Forest, 4, 0.0413095115150263, 0.000174124718570924, 0.0168535608566955, 3.9831464391433, 99.5786609785826, 0, 
20, 4, 1, Non-Forest, Forest, 1, 0.000349130316381893, 3.46414283076588e-05, 0.0992217454020415, 0.900778254597958, 90.0778254597958, 0, 
20, 4, 2, Non-Forest, Other Vegetation, 0, 0, 3.46414283076588e-05, 0.0527651490482611, 0.0527651490482611, 0, 100, 
20, 4, 3, Non-Forest, Cropland, 0, 0, 3.46414283076588e-05, 0.00862398656466379, 0.00862398656466379, 0, 100, 
20, 4, 4, Non-Forest, Non-Forest, 0, 0, 3.46414283076588e-05, 0, 0, 0, 0, 
22, 1, 1, Forest, Forest, 0, 0, 0.0412032261053838, 0, 0, 0, 0, 
22, 1, 2, Forest, Other Vegetation, 974, 0.634056791698673, 0.0412032261053838, 62.9185287909376, 911.081471209062, 93.5401921159202, 0, 
22, 1, 3, Forest, Cropland, 100, 0.399792108103786, 0.0412032261053838, 10.2691909576037, 89.7308090423963, 89.7308090423963, 0, 
22, 1, 4, Forest, Non-Forest, 2, 0.0205317729185915, 0.0412032261053838, 4.01443626765554, 2.01443626765554, 0, 50.1798044195129, 
22, 2, 1, Other Vegetation, Forest, 48, 0.0168448240768685, 0.00284382376167882, 8.1024549459877, 39.8975450540123, 83.1198855291923, 0, 
22, 2, 2, Other Vegetation, Other Vegetation, 0, 0, 0.00284382376167882, 0, 0, 0, 0, 
22, 2, 3, Other Vegetation, Cropland, 23, 0.0919521848638708, 0.00284382376167882, 0.71069176886493, 22.2893082311351, 96.9100357875438, 0, 
22, 2, 4, Other Vegetation, Non-Forest, 7, 0.0718612052150703, 0.00284382376167882, 0.276825677396208, 6.72317432260379, 96.0453474657685, 0, 
22, 3, 1, Cropland, Forest, 27, 0.00947521354323856, 0.00208958249097039, 5.95390911588962, 21.0460908841104, 77.9484847559644, 0, 
22, 3, 2, Cropland, Other Vegetation, 7, 0.0045568763263765, 0.00208958249097039, 3.20981204857545, 3.79018795142455, 54.1455421632078, 0, 
22, 3, 3, Cropland, Cropland, 0, 0, 0.00208958249097039, 0, 0, 0, 0, 
22, 3, 4, Cropland, Non-Forest, 26, 0.26691304794169, 0.00208958249097039, 0.203007181000284, 25.7969928189997, 99.2192031499989, 0, 
22, 4, 1, Non-Forest, Forest, 1, 0.000350933834934761, 3.46421243382055e-05, 0.0987138067620065, 0.901286193237994, 90.1286193237994, 0, 
22, 4, 2, Non-Forest, Other Vegetation, 0, 0, 3.46421243382055e-05, 0.0532151713157568, 0.0532151713157568, 0, 100, 
22, 4, 3, Non-Forest, Cropland, 0, 0, 3.46421243382055e-05, 0.00866503756246843, 0.00866503756246843, 0, 100, 
22, 4, 4, Non-Forest, Non-Forest, 0, 0, 3.46421243382055e-05, 0, 0, 0, 0, 
