Class	PixelSum	Percentage %	Area [degree^2]
10.0	43090	3.90838293264	0.31295117131
11.0	5831	0.528887929455	0.042348996981
12.0	7	0.000634919483139	5.083913203e-05
20.0	9724	0.881993864864	0.0706228171228
30.0	9236	0.837730906611	0.067078603347
40.0	23477	2.12942924367	0.170507186096
50.0	629886	57.1324133652	4.57469393112
60.0	5265	0.477550154104	0.0382382900197
61.0	2692	0.244171892659	0.0195512776321
70.0	152010	13.7877300903	1.1040080657
100.0	72767	6.6001694328	0.528487302918
110.0	3893	0.353105935409	0.0282738201418
120.0	24119	2.18766043055	0.175169860776
121.0	92128	8.35626602038	0.66910107938
122.0	42	0.00380951689884	0.00030503479218
130.0	19957	1.81015544643	0.144942365418
150.0	13	0.00117913618297	9.44155309129e-05
170.0	186	0.0168707176948	0.00135086836537
180.0	1339	0.121451026846	0.00972479968403
190.0	115	0.0104308200801	0.000835214311922
200.0	5	0.000453513916528	3.63136657357e-05
201.0	45	0.00408162524875	0.000326822991622
202.0	7	0.000634919483139	5.083913203e-05
210.0	6315	0.572788076575	0.0458641598242
220.0	353	0.0320180825069	0.00256374480094
