Class	PixelSum	Percentage %	Area [degree^2]
10.0	40166	3.64316799425	0.291714939588
11.0	5567	0.504942394662	0.0404316354302
12.0	7	0.000634919483139	5.083913203e-05
20.0	8718	0.790746864858	0.0633165075768
30.0	8589	0.779046205812	0.0623796150008
40.0	22117	2.00607345837	0.160629869015
50.0	589251	53.4467057656	4.27957276969
60.0	8979	0.814420291301	0.0652120809282
61.0	2680	0.243083459259	0.0194641248343
70.0	151816	13.7701337503	1.10259909547
100.0	68436	6.2073356783	0.497032405658
110.0	3960	0.35918302189	0.0287604232627
120.0	70227	6.3697843632	0.510039960725
121.0	93745	8.50293242098	0.680844918879
122.0	40	0.00362811133222	0.000290509325886
130.0	19917	1.8065273351	0.144651856092
150.0	13	0.00117913618297	9.44155309129e-05
170.0	158	0.0143310397623	0.00114751183725
180.0	1311	0.118911348914	0.00952144315591
190.0	79	0.00716551988114	0.000573755918624
200.0	5	0.000453513916528	3.63136657357e-05
201.0	45	0.00408162524875	0.000326822991622
202.0	7	0.000634919483139	5.083913203e-05
210.0	6316	0.572878779358	0.0458714225574
220.0	353	0.0320180825069	0.00256374480094
