"","ColA","ColB","ColC","ColD","ColE","ColF","ColG","ColH","ColI","ColJ","ColK","ColL"
"203",11,"2002-2003","Cropland","Gain",128,0.54,0.37,87,41,32.41,0,0.21
"204",11,"2002-2003","Non-Vegetation","Gain",2,0.02,0.37,36,34,0,94.39,0.21
"205",12,"2003-2004","Forest","Gain",33,0.01,2.8,8395,8362,0,99.61,1.91
"206",12,"2003-2004","Mosaic Vegetation","Gain",2107,5.21,2.8,1104,1003,47.58,0,1.91
"207",12,"2003-2004","Shrubland","Gain",10789,10.13,2.8,2757,8032,74.45,0,1.91
"208",12,"2003-2004","Other Vegetation","Gain",3,0.27,2.8,32,29,0,90.53,1.91
"209",12,"2003-2004","Cropland","Gain",318,1.32,2.8,683,365,0,53.46,1.91
"210",12,"2003-2004","Non-Vegetation","Gain",1,0.01,2.8,280,279,0,99.64,1.91
"211",13,"2004-2005","Forest","Gain",75,0.03,0.2,585,510,0,87.17,0.11
"212",13,"2004-2005","Mosaic Vegetation","Gain",306,0.75,0.2,81,225,73.42,0,0.11
"213",13,"2004-2005","Shrubland","Gain",459,0.43,0.2,214,245,53.38,0,0.11
"214",13,"2004-2005","Other Vegetation","Gain",0,0,0.2,2,2,0,100,0.11
"215",13,"2004-2005","Cropland","Gain",105,0.43,0.2,48,57,53.95,0,0.11
"216",13,"2004-2005","Non-Vegetation","Gain",5,0.05,0.2,20,15,0,74.42,0.11
"217",14,"2005-2006","Forest","Gain",179,0.06,0.11,318,139,0,43.76,0.03
"218",14,"2005-2006","Mosaic Vegetation","Gain",147,0.36,0.11,45,102,69.64,0,0.03
"219",14,"2005-2006","Shrubland","Gain",119,0.11,0.11,117,2,1.86,0,0.03
"220",14,"2005-2006","Other Vegetation","Gain",0,0,0.11,1,1,0,100,0.03
"221",14,"2005-2006","Cropland","Gain",71,0.29,0.11,26,45,62.75,0,0.03
"222",14,"2005-2006","Non-Vegetation","Gain",2,0.02,0.11,11,9,0,81.22,0.03
"223",15,"2006-2007","Forest","Gain",184,0.06,0.22,640,456,0,71.26,0.1
"224",15,"2006-2007","Mosaic Vegetation","Gain",297,0.72,0.22,90,207,69.63,0,0.1
"225",15,"2006-2007","Shrubland","Gain",463,0.43,0.22,235,228,49.21,0,0.1
"226",15,"2006-2007","Other Vegetation","Gain",9,0.81,0.22,2,7,72.98,0,0.1
"227",15,"2006-2007","Cropland","Gain",87,0.36,0.22,53,34,38.55,0,0.1
"228",15,"2006-2007","Non-Vegetation","Gain",3,0.03,0.22,21,18,0,86.01,0.1
"229",16,"2007-2008","Forest","Gain",188,0.06,0.19,549,361,0,65.77,0.08
"230",16,"2007-2008","Mosaic Vegetation","Gain",368,0.89,0.19,78,290,78.81,0,0.08
"231",16,"2007-2008","Shrubland","Gain",244,0.23,0.19,202,42,17.08,0,0.08
"232",16,"2007-2008","Other Vegetation","Gain",1,0.09,0.19,2,1,0,52.5,0.08
"233",16,"2007-2008","Cropland","Gain",94,0.39,0.19,46,48,51.02,0,0.08
"234",16,"2007-2008","Non-Vegetation","Gain",1,0.01,0.19,18,17,0,94.57,0.08
"235",17,"2008-2009","Forest","Gain",131,0.05,0.23,670,539,0,80.46,0.12
"236",17,"2008-2009","Mosaic Vegetation","Gain",489,1.17,0.23,96,393,80.33,0,0.12
"237",17,"2008-2009","Shrubland","Gain",429,0.4,0.23,248,181,42.22,0,0.12
"238",17,"2008-2009","Other Vegetation","Gain",0,0,0.23,3,3,0,100,0.12
"239",17,"2008-2009","Cropland","Gain",45,0.18,0.23,57,12,0,20.39,0.12
"240",17,"2008-2009","Non-Vegetation","Gain",2,0.02,0.23,22,20,0,91.1,0.12
"241",18,"2009-2010","Forest","Gain",111,0.04,0.34,989,878,0,88.78,0.19
"242",18,"2009-2010","Mosaic Vegetation","Gain",560,1.32,0.34,144,416,74.26,0,0.19
"243",18,"2009-2010","Shrubland","Gain",815,0.76,0.34,368,447,54.8,0,0.19
"244",18,"2009-2010","Other Vegetation","Gain",1,0.09,0.34,4,3,0,73.72,0.19
"245",18,"2009-2010","Cropland","Gain",133,0.54,0.34,84,49,36.9,0,0.19
"246",18,"2009-2010","Non-Vegetation","Gain",3,0.03,0.34,33,30,0,91,0.19
"247",19,"2010-2011","Forest","Gain",55,0.02,0.29,830,775,0,93.38,0.17
"248",19,"2010-2011","Mosaic Vegetation","Gain",390,0.91,0.29,123,267,68.47,0,0.17
"249",19,"2010-2011","Shrubland","Gain",732,0.67,0.29,312,420,57.33,0,0.17
"250",19,"2010-2011","Other Vegetation","Gain",12,1.08,0.29,3,9,73.33,0,0.17
"251",19,"2010-2011","Cropland","Gain",178,0.72,0.29,71,107,60.1,0,0.17
"252",19,"2010-2011","Non-Vegetation","Gain",1,0.01,0.29,28,27,0,96.43,0.17
"253",20,"2011-2012","Forest","Gain",65,0.02,0.1,291,226,0,77.64,0.05
"254",20,"2011-2012","Mosaic Vegetation","Gain",96,0.22,0.1,43,53,54.76,0,0.05
"255",20,"2011-2012","Shrubland","Gain",91,0.08,0.1,110,19,0,17.18,0.05
"256",20,"2011-2012","Other Vegetation","Gain",0,0,0.1,1,1,0,100,0.05
"257",20,"2011-2012","Cropland","Gain",221,0.89,0.1,25,196,88.67,0,0.05
"258",20,"2011-2012","Non-Vegetation","Gain",7,0.07,0.1,10,3,0,28.73,0.05
"259",21,"2012-2013","Forest","Gain",52,0.02,0.13,379,327,0,86.27,0.07
"260",21,"2012-2013","Mosaic Vegetation","Gain",198,0.46,0.13,57,141,71.33,0,0.07
"261",21,"2012-2013","Shrubland","Gain",272,0.25,0.13,143,129,47.29,0,0.07
"262",21,"2012-2013","Other Vegetation","Gain",0,0,0.13,1,1,0,100,0.07
"263",21,"2012-2013","Cropland","Gain",80,0.32,0.13,33,47,58.83,0,0.07
"264",21,"2012-2013","Non-Vegetation","Gain",24,0.25,0.13,13,11,46.57,0,0.07
"265",22,"2013-2014","Forest","Gain",76,0.03,0.26,743,667,0,89.77,0.14
"266",22,"2013-2014","Mosaic Vegetation","Gain",319,0.74,0.26,112,207,64.83,0,0.14
"267",22,"2013-2014","Shrubland","Gain",676,0.62,0.26,283,393,58.16,0,0.14
"268",22,"2013-2014","Other Vegetation","Gain",2,0.18,0.26,3,1,0,31.02,0.14
"269",22,"2013-2014","Cropland","Gain",123,0.49,0.26,65,58,47.23,0,0.14
"270",22,"2013-2014","Non-Vegetation","Gain",35,0.36,0.26,25,10,27.69,0,0.14
"271",23,"2014-2015","Forest","Gain",0,0,0,1,1,0,100,0
"272",23,"2014-2015","Mosaic Vegetation","Gain",0,0,0,0,0,0,100,0
"273",23,"2014-2015","Shrubland","Gain",0,0,0,0,0,0,100,0
"274",23,"2014-2015","Other Vegetation","Gain",0,0,0,0,0,0,100,0
"275",23,"2014-2015","Cropland","Gain",0,0,0,0,0,0,100,0
"276",23,"2014-2015","Non-Vegetation","Gain",1,0.01,0,0,1,97.94,0,0
