"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,154,"MMR","Myanmar","MYANMAR","Myanmar","Myanma Naingngandaw","","Burma","","Myanmar, Birmanie ","Myanmar, Birmania ","<U+041C><U+044C><U+044F><U+043D><U+043C><U+0430>","<U+0645><U+064A><U+0627><U+0646><U+0645><U+0627><U+0631>","<U+7F05><U+7538> ","","","Myanmar","MM","","BM","104","19370401","Present","47748939","669820.875","71.28613153479279","South-Eastern Asia","Asia","1","","","","East Asia & Pacific","Low income","Severely indebted","HIPC","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1"
