Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
3, 5, distance/distance_to_5, static_var/Acc00, 1077531.66957521, 0.217779316761716, 0.602250600604241, 3.50597250009574, 0.16652309719888, 
3, 5, distance/distance_to_5, static_var/BD000, 619609.117622645, 0.172486372849192, 0.496560280710164, 3.7551300579206, 0.0806336793732663, 
3, 5, distance/distance_to_5, static_var/Bio01, 1055018.21577041, 0.430984433163707, 0.598196755690329, 2.8152791308818, 0.189724929496996, 
3, 5, distance/distance_to_5, static_var/Bio02, 2177921.26197248, 0.339166788902002, 0.731407890280528, 3.59409142298799, 0.249004380454946, 
3, 5, distance/distance_to_5, static_var/Bio03, 1222035.62812407, 0.231922852129537, 0.62631194975504, 3.68099978830824, 0.151726705316009, 
3, 5, distance/distance_to_5, static_var/Bio04, 2369849.79899628, 0.322969878378437, 0.745582970532336, 3.42731145479165, 0.243955440734535, 
3, 5, distance/distance_to_5, static_var/Bio05, 333534.418329384, 0.209861399625562, 0.387015201060302, 3.40679963722078, 0.048450594675731, 
3, 5, distance/distance_to_5, static_var/Bio06, 1549057.56282491, 0.404520940567411, 0.670821326379412, 3.23837460876288, 0.224566338451159, 
3, 5, distance/distance_to_5, static_var/Bio07, 1986702.9615193, 0.295711407840842, 0.715568793613137, 3.63487210574732, 0.245859515403764, 
3, 5, distance/distance_to_5, static_var/Bio08, 842739.640117012, 0.385192937875522, 0.554992185087807, 2.7814413565896, 0.151776011231861, 
3, 5, distance/distance_to_5, static_var/Bio09, 1332615.76360082, 0.342506706970904, 0.642727831338834, 3.22264684861021, 0.201333081591511, 
3, 5, distance/distance_to_5, static_var/Bio10, 897357.177077142, 0.39747907941881, 0.567062266082115, 2.97490518553944, 0.159916458153621, 
3, 5, distance/distance_to_5, static_var/Bio11, 1395054.4589402, 0.429198126396923, 0.651339461708023, 3.11284472649228, 0.215285109337909, 
3, 5, distance/distance_to_5, static_var/Bio12, 465779.454699896, 0.143183104102588, 0.444345150475947, 4.28701110044966, 0.0630646129447878, 
3, 5, distance/distance_to_5, static_var/Bio13, 502655.813058144, 0.148743146408333, 0.45803376398656, 4.18535082473766, 0.0697712369254739, 
3, 5, distance/distance_to_5, static_var/Bio14, 225216.328922398, 0.140804503227371, 0.326051176906136, 3.54664452545306, 0.0351479002479841, 
3, 5, distance/distance_to_5, static_var/Bio15, 541266.807169109, 0.178228304302082, 0.471515925382823, 4.05678774796399, 0.0739290088687002, 
3, 5, distance/distance_to_5, static_var/Bio16, 516546.439122571, 0.150784359423181, 0.46297925659562, 4.02939972253799, 0.0733792171514283, 
3, 5, distance/distance_to_5, static_var/Bio17, 290214.400760474, 0.11804711269207, 0.364571856471282, 4.04186061947046, 0.0382490586860338, 
3, 5, distance/distance_to_5, static_var/Bio18, 295456.839597259, 0.114037748256054, 0.367409137021291, 4.36039969502425, 0.0378085994993001, 
3, 5, distance/distance_to_5, static_var/Bio19, 269109.330839131, 0.113673771119251, 0.352774456919787, 3.99440806698586, 0.0353199852154814, 
3, 5, distance/distance_to_5, static_var/Cy000, 138320.414716075, 0.0854742647190008, 0.260929795641011, 4.17387283053994, 0.0168996717866996, 
3, 5, distance/distance_to_5, static_var/D_Mill, 588923.262179798, 0.161001886147019, 0.487091354308032, 5.34695404701397, 0.0503649421342056, 
3, 5, distance/distance_to_5, static_var/D_Opm1996, 11903731.3544858, 0.723840981587386, 0.928857303960043, 2.87904253954888, 0.712881889146622, 
3, 5, distance/distance_to_5, static_var/D_River, 458970.629417112, 0.142132716578181, 0.441723366930862, 4.13402076302323, 0.0445477615845395, 
3, 5, distance/distance_to_5, static_var/D_Road, 285666.25750816, 0.122834879722372, 0.362081148557608, 3.96460065492133, 0.0397266474169169, 
3, 5, distance/distance_to_5, static_var/D_Town, 860834.758071628, 0.194653181509171, 0.559073161606509, 3.63320008904085, 0.119625436457491, 
3, 5, distance/distance_to_5, static_var/D_Vill, 967259.022846279, 0.20633504836698, 0.581496665571801, 3.87972986467545, 0.126004719470343, 
3, 5, distance/distance_to_5, static_var/Elev, 987921.399832226, 0.208527245147774, 0.585563720958143, 3.74312647488203, 0.147912937563722, 
3, 5, distance/distance_to_5, static_var/OC000, 537247.427051564, 0.15377607844351, 0.47015021713161, 3.60655842121243, 0.0698762942151753, 
3, 5, distance/distance_to_5, static_var/PDn05, 1057460.20852716, 0.334225242638635, 0.598640795013831, 3.31997664676279, 0.169501672790156, 
3, 5, distance/distance_to_5, static_var/PH000, 228596.919462878, 0.10030828289825, 0.328227364333514, 3.85940632781362, 0.0292524488420047, 
3, 5, distance/distance_to_5, static_var/S_Txn, 747820.236907765, 0.181426288463461, 0.532115510208405, 4.29252311610767, 0.0887350499685516, 
3, 5, distance/distance_to_5, static_var/Sd000, 177730.447598895, 0.0884468818372203, 0.292947271844023, 3.71061376568065, 0.0239090058772859, 
3, 5, distance/distance_to_5, static_var/Slope, 272698.95907629, 0.18975969636349, 0.354825090826811, 3.32067719730574, 0.0435052954556914, 
3, 5, distance/distance_to_5, static_var/Tx000, 135683.020740242, 0.119720902505485, 0.258598121007681, 2.86314953331857, 0.0235666314695813, 
3, 5, distance/distance_to_5, static_var/WC000, 339731.563561346, 0.122283978003264, 0.390051696515333, 4.2634842974793, 0.0416684659559813, 
3, 5, static_var/Acc00, static_var/BD000, 8285204.07815003, 0.311871288445546, 0.718947173632896, 1.44118843227318, 0.540828513300231, 
