"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",1,"Bassein West",NA,"","Village|Township","Village|Township","",""
2,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",2,"Kyaunggon",NA,"","Village|Township","Village|Township","",""
3,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",3,"Kyonpyaw",NA,"","Village|Township","Village|Township","",""
4,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",4,"Ngaputaw",NA,"","Village|Township","Village|Township","",""
5,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",5,"Thabaung",NA,"","Village|Township","Village|Township","",""
6,154,"MMR","Myanmar",1,"Ayeyarwady",1,"Bassein",6,"Yegyi",NA,"","Village|Township","Village|Township","",""
7,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",7,"Danubyu",NA,"","Village|Township","Village|Township","",""
8,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",8,"Henzada",NA,"","Village|Township","Village|Township","","Hinthada"
9,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",9,"Ingapu",NA,"","Village|Township","Village|Township","",""
10,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",10,"Kyangin",NA,"","Village|Township","Village|Township","","Kyankhin"
11,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",11,"Lemyethna",NA,"","Village|Township","Village|Township","","Laymyethna"
12,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",12,"Myanaung",NA,"","Village|Township","Village|Township","",""
13,154,"MMR","Myanmar",1,"Ayeyarwady",2,"Hinthada",13,"Zalun",NA,"","Village|Township","Village|Township","",""
14,154,"MMR","Myanmar",1,"Ayeyarwady",3,"Maubin",14,"Danubyu",NA,"","Village|Township","Village|Township","","Danuphyu"
15,154,"MMR","Myanmar",1,"Ayeyarwady",3,"Maubin",15,"Irrawaddy",NA,"","Village|Township","Village|Township","",""
16,154,"MMR","Myanmar",1,"Ayeyarwady",3,"Maubin",16,"Ma-Ubin",NA,"","Village|Township","Village|Township","","Maubin"
17,154,"MMR","Myanmar",1,"Ayeyarwady",3,"Maubin",17,"Pantanaw",NA,"","Village|Township","Village|Township","",""
18,154,"MMR","Myanmar",1,"Ayeyarwady",3,"Maubin",18,"Yandoon",NA,"","Village|Township","Village|Township","","Nyaungdon"
19,154,"MMR","Myanmar",1,"Ayeyarwady",4,"Myoungmya",19,"Einme",NA,"","Village|Township","Village|Township","",""
20,154,"MMR","Myanmar",1,"Ayeyarwady",4,"Myoungmya",20,"Labutta",NA,"","Village|Township","Village|Township","",""
21,154,"MMR","Myanmar",1,"Ayeyarwady",4,"Myoungmya",21,"Moulmeingyun",NA,"","Village|Township","Village|Township","","Mawlamyinegyun"
22,154,"MMR","Myanmar",1,"Ayeyarwady",4,"Myoungmya",22,"Myaungmya",NA,"","Village|Township","Village|Township","",""
23,154,"MMR","Myanmar",1,"Ayeyarwady",4,"Myoungmya",23,"Wakema",NA,"","Village|Township","Village|Township","",""
24,154,"MMR","Myanmar",1,"Ayeyarwady",5,"Pharpon",24,"Bogale",NA,"","Village|Township","Village|Township","","Bogalay"
25,154,"MMR","Myanmar",1,"Ayeyarwady",5,"Pharpon",25,"Dedaye",NA,"","Village|Township","Village|Township","",""
26,154,"MMR","Myanmar",1,"Ayeyarwady",5,"Pharpon",26,"Kyaiklat",NA,"","Village|Township","Village|Township","",""
27,154,"MMR","Myanmar",1,"Ayeyarwady",5,"Pharpon",27,"Pyapon",NA,"","Village|Township","Village|Township","",""
28,154,"MMR","Myanmar",2,"Bago",6,"Pegu",28,"Bago (Pegu)",NA,"","Village|Township","Village|Township","",""
29,154,"MMR","Myanmar",2,"Bago",6,"Pegu",29,"Daik-U",NA,"","Village|Township","Village|Township","",""
30,154,"MMR","Myanmar",2,"Bago",6,"Pegu",30,"Kawa",NA,"","Village|Township","Village|Township","",""
31,154,"MMR","Myanmar",2,"Bago",6,"Pegu",31,"Kyauktaga",NA,"","Village|Township","Village|Township","",""
32,154,"MMR","Myanmar",2,"Bago",6,"Pegu",32,"Nyaungiebin",NA,"","Village|Township","Village|Township","",""
33,154,"MMR","Myanmar",2,"Bago",6,"Pegu",33,"Shwegyin",NA,"","Village|Township","Village|Township","",""
34,154,"MMR","Myanmar",2,"Bago",6,"Pegu",34,"Thanatpin",NA,"","Village|Township","Village|Township","",""
35,154,"MMR","Myanmar",2,"Bago",6,"Pegu",35,"Waw",NA,"","Village|Township","Village|Township","",""
36,154,"MMR","Myanmar",2,"Bago",7,"Pyay",36,"Padaung",NA,"","Village|Township","Village|Township","",""
37,154,"MMR","Myanmar",2,"Bago",7,"Pyay",37,"Paukkaung",NA,"","Village|Township","Village|Township","",""
38,154,"MMR","Myanmar",2,"Bago",7,"Pyay",38,"Paungde",NA,"","Village|Township","Village|Township","",""
39,154,"MMR","Myanmar",2,"Bago",7,"Pyay",39,"Prome",NA,"","Village|Township","Village|Township","",""
40,154,"MMR","Myanmar",2,"Bago",7,"Pyay",40,"Shwedaung",NA,"","Village|Township","Village|Township","",""
41,154,"MMR","Myanmar",2,"Bago",7,"Pyay",41,"Thegon",NA,"","Village|Township","Village|Township","",""
42,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",42,"Kyaukki",NA,"","Village|Township","Village|Township","",""
43,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",43,"Oktwin",NA,"","Village|Township","Village|Township","",""
44,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",44,"Pyu",NA,"","Village|Township","Village|Township","",""
45,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",45,"Tantabin",NA,"","Village|Township","Village|Township","",""
46,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",46,"Thoungoo",NA,"","Village|Township","Village|Township","",""
47,154,"MMR","Myanmar",2,"Bago",8,"Taungoo",47,"Yedashe",NA,"","Village|Township","Village|Township","",""
48,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",48,"Gyobingauk",NA,"","Village|Township","Village|Township","",""
49,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",49,"Letpatan",NA,"","Village|Township","Village|Township","",""
50,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",50,"Minhla",NA,"","Village|Township","Village|Township","",""
51,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",51,"Monyo",NA,"","Village|Township","Village|Township","",""
52,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",52,"Nattalin",NA,"","Village|Township","Village|Township","",""
53,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",53,"Okpo",NA,"","Village|Township","Village|Township","",""
54,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",54,"Tharrawaddy",NA,"","Village|Township","Village|Township","",""
55,154,"MMR","Myanmar",2,"Bago",9,"Thayarwady",55,"Zigon",NA,"","Village|Township","Village|Township","",""
56,154,"MMR","Myanmar",3,"Chin",10,"Mindat",56,"Kanpetlet",NA,"","Village|Township","Village|Township","",""
57,154,"MMR","Myanmar",3,"Chin",10,"Mindat",57,"Matupi",NA,"","Village|Township","Village|Township","",""
58,154,"MMR","Myanmar",3,"Chin",10,"Mindat",58,"Mindat",NA,"","Village|Township","Village|Township","",""
59,154,"MMR","Myanmar",3,"Chin",10,"Mindat",59,"Paletwa",NA,"","Village|Township","Village|Township","",""
60,154,"MMR","Myanmar",3,"Chin",11,"Palam",60,"Falam",NA,"","Village|Township","Village|Township","",""
61,154,"MMR","Myanmar",3,"Chin",11,"Palam",61,"Haka",NA,"","Village|Township","Village|Township","",""
62,154,"MMR","Myanmar",3,"Chin",11,"Palam",62,"Thlangtlang",NA,"","Village|Township","Village|Township","","Htlantlang"
63,154,"MMR","Myanmar",3,"Chin",11,"Palam",63,"Tiddim",NA,"","Village|Township","Village|Township","","Tedim"
64,154,"MMR","Myanmar",3,"Chin",11,"Palam",64,"Tonzang",NA,"","Village|Township","Village|Township","",""
65,154,"MMR","Myanmar",4,"Kachin",12,"Bhamo",65,"Bhamo",NA,"","Village|Township","Village|Township","",""
66,154,"MMR","Myanmar",4,"Kachin",12,"Bhamo",66,"Mansi",NA,"","Village|Township","Village|Township","",""
67,154,"MMR","Myanmar",4,"Kachin",12,"Bhamo",67,"Momauk",NA,"","Village|Township","Village|Township","",""
68,154,"MMR","Myanmar",4,"Kachin",12,"Bhamo",68,"Shwegu",NA,"","Village|Township","Village|Township","",""
69,154,"MMR","Myanmar",4,"Kachin",13,"Myitkyina",69,"Chipwi",NA,"","Village|Township","Village|Township","",""
70,154,"MMR","Myanmar",4,"Kachin",13,"Myitkyina",70,"Hsawlaw",NA,"","Village|Township","Village|Township","",""
71,154,"MMR","Myanmar",4,"Kachin",13,"Myitkyina",71,"Kamaing",NA,"","Village|Township","Village|Township","",""
72,154,"MMR","Myanmar",4,"Kachin",13,"Myitkyina",72,"Mogaung",NA,"","Village|Township","Village|Township","",""
73,154,"MMR","Myanmar",4,"Kachin",13,"Myitkyina",73,"Mohnyin",NA,"","Village|Township","Village|Township","",""
