Class	PixelSum	Percentage %	Area [degree^2]
1.0	740	0.00536085082208	5.374977431e-05
2.0	5586668	40.4720185682	0.405786681277
4.0	712	0.005158007818	5.17159990658e-05
6.0	892146	6.46305623989	0.0648008731778
7.0	19	0.000137643467053	1.38006177282e-06
8.0	7245241	52.4873732041	0.526256849421
9.0	56623	0.410199264998	0.00411280198751
10.0	21630	0.156696220651	0.00157109137611
