Class	PixelSum	Percentage %	Area [degree^2]
10.0	182865	9.7663583097	1.32809969695
11.0	52356	2.79620187385	0.380247656652
20.0	7492	0.400128818835	0.0544123967384
30.0	41116	2.19590183065	0.298614536078
40.0	275310	14.7036125352	1.99950306274
50.0	255878	13.6657984391	1.85837363223
60.0	122177	6.5251653362	0.887338947719
61.0	315	0.0168233553034	0.00228776094135
70.0	255946	13.6694301476	1.85886749808
100.0	465781	24.8761881161	3.38284310801
110.0	215	0.011482607588	0.00156148762664
120.0	28635	1.52932310829	0.207968363668
121.0	150660	8.04637050796	1.09420337595
122.0	8	0.000427259817229	5.81018651772e-05
130.0	24361	1.30105955094	0.176927442198
170.0	91	0.00486008042098	0.00066090871639
180.0	693	0.0370113816675	0.00503307407097
190.0	1350	0.0721000941574	0.00980468974865
210.0	7148	0.381756646694	0.0519140165358
