Class	PixelSum	Percentage %	Area [degree^2]
10.0	171982	9.18512473583	1.24905937211
11.0	49025	2.61830156746	0.356055492539
20.0	6949	0.37112855874	0.0504687326395
30.0	38059	2.03263517299	0.276412360847
40.0	261189	13.9494455503	1.89694600797
50.0	234720	12.5358030375	1.7047087243
60.0	149393	7.97870323441	1.08500149305
61.0	315	0.0168233553034	0.00228776094135
70.0	248903	13.293281286	1.80771606852
100.0	435117	23.2385012367	3.16013865879
110.0	195	0.010414458045	0.00141623296369
120.0	93272	4.98142220907	0.6774096461
121.0	151353	8.08338188963	1.09923645002
122.0	8	0.000427259817229	5.81018651772e-05
130.0	23879	1.27531714695	0.173426804821
170.0	70	0.00373852340075	0.0005083913203
180.0	652	0.0348216751042	0.00473530201194
190.0	589	0.0314570040435	0.00427774982367
210.0	6727	0.359272098812	0.0488564058808
