Class	PixelSum	Percentage %	Area [degree^2]
10.0	10838	2.28977313541	0.0787135018488
11.0	1793	0.378811887045	0.0130220805328
12.0	21	0.00443672594978	0.00015251739609
20.0	4714	0.995939339393	0.0342365240556
30.0	7199	1.52095191012	0.0522844159263
40.0	3910	0.826076117315	0.0283972866053
50.0	336813	71.1593798725	2.44618293949
60.0	377	0.0796497944317	0.00273805039647
61.0	9	0.00190145397848	6.53645983243e-05
70.0	1847	0.390220610916	0.0134142681228
80.0	47	0.00992981522093	0.000341348457916
100.0	12259	2.58999159135	0.0890338456508
110.0	4	0.0008450906571	2.90509325886e-05
120.0	18558	3.92079810362	0.134781801745
121.0	40635	8.58506471282	0.295121161434
122.0	1	0.000211272664275	7.26273314714e-06
130.0	751	0.158665770871	0.00545431259351
150.0	9	0.00190145397848	6.53645983243e-05
160.0	17	0.00359163529268	0.000123466463501
170.0	23341	4.93131525684	0.169519454388
180.0	203	0.0428883508478	0.00147433482887
190.0	63	0.0133101778493	0.00045755218827
210.0	9913	2.09434592096	0.0719954736876
