Class	PixelSum	Percentage %	Area [degree^2]
10.0	14755	3.11732816138	0.107161627586
11.0	3462	0.73142596372	0.0251435821554
12.0	24	0.0050705439426	0.000174305595531
20.0	6438	1.3601734126	0.0467574760013
30.0	14931	3.15451215029	0.10843986862
40.0	6586	1.39144176692	0.0478323605071
50.0	261571	55.2628020671	1.89972037203
60.0	239	0.0504941667617	0.00173579322217
61.0	7	0.00147890864993	5.083913203e-05
70.0	1211	0.255851196437	0.00879516984119
80.0	24	0.0050705439426	0.000174305595531
100.0	21291	4.49820629508	0.154630851436
110.0	4	0.0008450906571	2.90509325886e-05
120.0	37339	7.88871001137	0.271183192981
121.0	71158	15.0337402445	0.516801565285
122.0	1	0.000211272664275	7.26273314714e-06
130.0	813	0.171764676056	0.00590460204863
150.0	21	0.00443672594978	0.00015251739609
160.0	17	0.00359163529268	0.000123466463501
170.0	23471	4.9587807032	0.170463609697
180.0	282	0.0595788913256	0.00204809074749
190.0	90	0.0190145397848	0.000653645983243
210.0	9587	2.02547103241	0.0696278226817
