Class	PixelSum	Percentage %	Area [metre^2]
1.0	479842	1.27466854147	431857800.0
2.0	309673	0.822625846097	278705700.0
3.0	3998970	10.6229993566	3599073000.0
5.0	3683244	9.78429411632	3314919600.0
6.0	1352270	3.59221583058	1217043000.0
7.0	23172834	61.5571011219	20855550600.0
8.0	719968	1.91254738115	647971200.0
9.0	2490664	6.61628421058	2241597600.0
10.0	1436988	3.81726359525	1293289200.0
