Class	PixelSum	Percentage %	Area [metre^2]
1.0	188881	0.501749885966	169992900.0
2.0	37237	0.09891762805	33513300.0
3.0	3687269	9.79498626265	3318542100.0
4.0	2226322	5.91407716829	2003689800.0
5.0	1137238	3.02099754245	1023514200.0
6.0	26038210	69.1687829811	23434389000.0
7.0	477785	1.269204257	430006500.0
8.0	1941379	5.15714493182	1747241100.0
9.0	1910132	5.07413934265	1719118800.0
