Class	PixelSum	Percentage %	Area [metre^2]
1.0	267470	0.710516367445	240723000.0
2.0	74091	0.196817841927	66681900.0
3.0	4623593	12.2822690504	4161233700.0
4.0	4765883	12.6602530259	4289294700.0
5.0	93746	0.24903004966	84371400.0
6.0	23626746	62.7628883331	21264071400.0
7.0	346616	0.920762482589	311954400.0
8.0	2508588	6.66389813129	2257729200.0
9.0	1337720	3.55356471776	1203948000.0
