Class	PixelSum	Percentage %	Area [degree^2]
1.0	307456	64.9570482674	2.23297088249
2.0	46503	9.82481270678	0.337738879542
3.0	813	0.171764676056	0.00590460204863
4.0	9878	2.08695137771	0.0717412780275
5.0	111	0.0234512657345	0.000806163379333
6.0	108561	22.9359717064	0.788449573187
