Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
3, 5, distance/distance_to_5, static_var/Acc00, 1140394.46350292, 0.234004085490529, 0.6131162791469, 3.0873063992138, 0.187906970288648, 
3, 5, distance/distance_to_5, static_var/Acc15, 825609.347022602, 0.17648813550129, 0.551050365029692, 4.07978162737351, 0.116252846971556, 
3, 5, distance/distance_to_5, static_var/BD000, 348815.270821829, 0.143076636640952, 0.394430439028283, 3.80292483256044, 0.0519968363221253, 
3, 5, distance/distance_to_5, static_var/Bio01, 1351359.91305593, 0.487772285687216, 0.645360026857519, 2.81599043515076, 0.2462189580472, 
3, 5, distance/distance_to_5, static_var/Bio02, 1096747.09730247, 0.287671249132328, 0.605641277529186, 3.54744028836704, 0.158187470404547, 
3, 5, distance/distance_to_5, static_var/Bio03, 557311.08496646, 0.171569890062618, 0.476884437674693, 3.66987954524752, 0.0783998249869656, 
3, 5, distance/distance_to_5, static_var/Bio04, 1418655.13286502, 0.231348469826929, 0.654481400655516, 4.41665222629072, 0.164234078189678, 
3, 5, distance/distance_to_5, static_var/Bio05, 471187.613240618, 0.188555908082033, 0.446405947525955, 3.7109600775581, 0.0689941774240606, 
3, 5, distance/distance_to_5, static_var/Bio06, 1378313.39440894, 0.322490704227689, 0.649073872897901, 3.32715430218413, 0.220081761050976, 
3, 5, distance/distance_to_5, static_var/Bio07, 1116112.64427876, 0.313451693996649, 0.608995901801264, 3.50048890216163, 0.162566746483658, 
3, 5, distance/distance_to_5, static_var/Bio08, 987413.389882412, 0.416947247414459, 0.585464763453141, 2.81187186543309, 0.192220142860243, 
3, 5, distance/distance_to_5, static_var/Bio09, 1121867.51048974, 0.384886804669869, 0.609980971627879, 3.00562274777989, 0.196224140663178, 
3, 5, distance/distance_to_5, static_var/Bio10, 1337665.85727149, 0.485294563410105, 0.643441072085728, 2.94010028112316, 0.236530162417858, 
3, 5, distance/distance_to_5, static_var/Bio11, 1491099.4367393, 0.443726677318557, 0.66376383572717, 3.13906689544517, 0.250895520021246, 
3, 5, distance/distance_to_5, static_var/Bio12, 209346.782513449, 0.0888712645434963, 0.315538051556634, 4.40528890375682, 0.025402433060354, 
