Class	PixelSum	Percentage %	Area [degree^2]
10.0	303594	25.9549711677	2.20492220707
11.0	29575	2.52843690022	0.214795332827
20.0	34561	2.95470186673	0.251007320298
30.0	17265	1.4760258016	0.125391087785
40.0	38036	3.25178785923	0.276245317985
50.0	334257	28.5764237686	2.42761939357
60.0	91642	7.83469194961	0.665571391071
61.0	174	0.0148756727181	0.0012637155676
70.0	86220	7.37115230894	0.626192851947
100.0	129053	11.0330470764	0.937277500838
110.0	51	0.0043601109691	0.000370399390504
120.0	17388	1.48654136335	0.126284403963
121.0	62658	5.35678104121	0.455068333534
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3306	0.282637781644	0.0240105957845
150.0	5	0.000427461859716	3.63136657357e-05
170.0	135	0.0115414702123	0.000980468974865
180.0	624	0.0533472400925	0.00453194548382
190.0	762	0.0651451874207	0.00553420265812
200.0	12	0.00102590846332	8.71527977657e-05
210.0	20368	1.74130863174	0.147927348741
