Class	PixelSum	Percentage %	Area [degree^2]
10.0	298319	25.5039989057	2.16661128972
11.0	28915	2.47201193474	0.21000192895
20.0	33854	2.89425875976	0.245872567963
30.0	16375	1.39993759057	0.118927255284
40.0	34071	2.91281060447	0.247448581056
50.0	331703	28.3580762506	2.40907037311
60.0	105795	9.04466548972	0.768360853302
61.0	174	0.0148756727181	0.0012637155676
70.0	86022	7.35422481929	0.624754830784
100.0	120069	10.2649836068	0.872029106245
110.0	48	0.00410363385327	0.000348611191063
120.0	29738	2.54237215684	0.21597915833
121.0	61957	5.29685088848	0.449977157598
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3454	0.295290652692	0.0250854802902
150.0	5	0.000427461859716	3.63136657357e-05
170.0	153	0.0130803329073	0.00111119817151
180.0	512	0.0437720944349	0.00371851937134
190.0	291	0.0248782802354	0.00211345534582
200.0	11	0.000940416091374	7.98900646186e-05
210.0	18220	1.5576710168	0.132326997941
