Class	PixelSum	Percentage %	Area [degree^2]
10.0	290368	24.8242490564	2.10886529847
11.0	28066	2.39942891096	0.203835868508
20.0	32686	2.79440366933	0.237389695648
30.0	15052	1.28683118249	0.109318659331
40.0	31489	2.69206930012	0.22869620407
50.0	297014	25.3924313603	2.15713342297
60.0	124400	10.6352510697	0.903484003505
61.0	175	0.01496116509	0.00127097830075
70.0	84349	7.21119608103	0.612604278229
100.0	111296	9.51495902778	0.808313148345
110.0	33	0.00282124827412	0.000239670193856
120.0	70018	5.98600489871	0.508522049497
121.0	62093	5.30847785106	0.450964889306
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3642	0.311363218617	0.0264508741219
150.0	5	0.000427461859716	3.63136657357e-05
170.0	139	0.0118834397001	0.00100951990745
180.0	499	0.0426606935996	0.00362410384043
190.0	270	0.0230829404246	0.00196093794973
200.0	11	0.000940416091374	7.98900646186e-05
210.0	18081	1.5457875771	0.131317478034
