Class	PixelSum	Percentage %	Area [degree^2]
10.0	302064	25.8241678386	2.19381022536
11.0	29452	2.51792133847	0.21390201665
20.0	34340	2.93580805253	0.249402256273
30.0	17101	1.4620050526	0.124199999549
40.0	36974	3.16099496022	0.268532295383
50.0	335810	28.7091934222	2.43889841814
60.0	94553	8.08356024434	0.686713207262
61.0	174	0.0148756727181	0.0012637155676
70.0	86496	7.39474820359	0.628197366295
100.0	125520	10.7310025263	0.91161826463
110.0	51	0.0043601109691	0.000370399390504
120.0	20088	1.71737076759	0.14589378346
121.0	62363	5.33156079149	0.452925827255
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3353	0.286655923125	0.0243519442424
150.0	5	0.000427461859716	3.63136657357e-05
170.0	148	0.0126528710476	0.00107488450578
180.0	544	0.0465078503371	0.00395092683205
190.0	500	0.0427461859716	0.00363136657357
200.0	11	0.000940416091374	7.98900646186e-05
210.0	20139	1.72173087856	0.14626418285
