Class	PixelSum	Percentage %	Area [degree^2]
10.0	14747	3.11563798006	0.107103525721
11.0	3128	0.660860893852	0.0227178292843
12.0	24	0.0050705439426	0.000174305595531
20.0	6397	1.35151123337	0.0464597039423
30.0	14383	3.03873473027	0.104459890855
40.0	6555	1.38489231432	0.0476072157795
50.0	265196	56.0286654751	1.92604777969
60.0	237	0.0500716214332	0.00172126775587
61.0	7	0.00147890864993	5.083913203e-05
70.0	1227	0.259231559065	0.00891137357155
80.0	23	0.00485927127833	0.000167042862384
100.0	20202	4.26813036368	0.146721735039
110.0	4	0.0008450906571	2.90509325886e-05
120.0	36884	7.79258094912	0.267878649399
121.0	70063	14.8023966771	0.508848872488
122.0	1	0.000211272664275	7.26273314714e-06
130.0	812	0.171553403391	0.00589733931548
150.0	9	0.00190145397848	6.53645983243e-05
160.0	17	0.00359163529268	0.000123466463501
170.0	23405	4.94483670736	0.169984269309
180.0	289	0.0610577999755	0.00209892987952
190.0	83	0.0175356311348	0.000602806851213
210.0	9629	2.0343444843	0.0699328574739
