Class	PixelSum	Percentage %	Area [degree^2]
10.0	14135	2.98633910953	0.102658733035
11.0	2609	0.551210381094	0.0189484707809
12.0	23	0.00485927127833	0.000167042862384
20.0	5759	1.21671927356	0.0418260801944
30.0	10744	2.26991350497	0.0780308049329
40.0	5237	1.10643494281	0.0380349334916
50.0	306873	64.8338763041	2.22873670906
60.0	318	0.0671847072395	0.00230954914079
61.0	9	0.00190145397848	6.53645983243e-05
70.0	1306	0.275922099543	0.00948512949017
80.0	45	0.00950726989238	0.000326822991622
100.0	15271	3.22634485614	0.11090919789
110.0	4	0.0008450906571	2.90509325886e-05
120.0	27086	5.72253138455	0.196718390024
121.0	49717	10.5038430498	0.361081303877
122.0	1	0.000211272664275	7.26273314714e-06
130.0	811	0.171342130727	0.00589007658233
150.0	9	0.00190145397848	6.53645983243e-05
160.0	17	0.00359163529268	0.000123466463501
170.0	23363	4.93596325546	0.169679234517
180.0	241	0.0509167120903	0.00175031868846
190.0	72	0.0152116318278	0.000522916786594
210.0	9672	2.04342920887	0.0702451549992
