Class	PixelSum	Percentage %	Area [metre^2]
1.0	223763	1.74416873499	201386700.0
2.0	69806	0.544117851097	62825400.0
3.0	3604050	28.0925413467	3243645000.0
5.0	234974	1.83155528097	211476600.0
6.0	486213	3.78989159579	437591700.0
7.0	5108607	39.8201338415	4597746300.0
8.0	1112356	8.67049761302	1001120400.0
9.0	1660214	12.9408943936	1494192600.0
10.0	329223	2.56619934234	296300700.0
