Class	PixelSum	Percentage %	Area [degree^2]
1.0	372344	78.6661089068	2.70423511094
2.0	30512	6.44635153236	0.221600513786
3.0	802	0.169440676749	0.00582471198401
4.0	9877	2.08674010504	0.0717340152943
5.0	65	0.0137327231779	0.000472077654564
6.0	59722	12.6176260558	0.433744949014
