Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
3, 7, distance/distance_to_7, static_var/Acc15, 953570.120378133, 0.250913227003433, 0.578753708224041, 3.86443213432185, 0.135882595798291, 
3, 7, distance/distance_to_7, static_var/BD000, 212975.956706786, 0.118580295357448, 0.317987029982147, 3.58235755937429, 0.0338356399197755, 
3, 7, distance/distance_to_7, static_var/Bio01, 1228280.06212592, 0.402727176979093, 0.627281738709376, 2.98175299280904, 0.221531668087949, 
3, 7, distance/distance_to_7, static_var/Bio02, 1414189.30010645, 0.305563173845763, 0.653891460399923, 3.65306988313158, 0.178192037797514, 
3, 7, distance/distance_to_7, static_var/Bio03, 387298.538086398, 0.15990799122641, 0.412097639326852, 3.69233977044605, 0.0563856861473923, 
3, 7, distance/distance_to_7, static_var/Bio04, 1787582.73458599, 0.343542375631995, 0.696880139398463, 3.83249117272586, 0.203165499844707, 
3, 7, distance/distance_to_7, static_var/Bio05, 546999.942742951, 0.268754581893478, 0.473449375791529, 3.28984142184384, 0.0951283056961745, 
3, 7, distance/distance_to_7, static_var/Bio06, 1245534.51217553, 0.362731367394548, 0.629933709693561, 3.19142085616067, 0.209809554534615, 
3, 7, distance/distance_to_7, static_var/Bio07, 1564944.67308809, 0.321437641547841, 0.672701975718473, 3.93520593462967, 0.180888077204641, 
3, 7, distance/distance_to_7, static_var/Bio08, 1078124.84763988, 0.377308652270622, 0.602356213627963, 2.99905607529154, 0.197631206239854, 
3, 7, distance/distance_to_7, static_var/Bio09, 1220042.99524146, 0.359000288900782, 0.626001348814987, 3.03235127529535, 0.215353097188733, 
3, 7, distance/distance_to_7, static_var/Bio10, 1175573.4705508, 0.454942482710118, 0.618922968425253, 2.85886030263826, 0.211088449506377, 
3, 7, distance/distance_to_7, static_var/Bio11, 1258121.67592393, 0.364559611331038, 0.63184308209245, 3.07970733153695, 0.218539150131039, 
3, 7, distance/distance_to_7, static_var/Bio12, 192570.612662127, 0.112756670871948, 0.303845698925869, 3.63843467574087, 0.0291952208297008, 
3, 7, distance/distance_to_7, static_var/Bio13, 256342.313148948, 0.130094036292534, 0.345325592548193, 3.59223463120847, 0.0390938351844095, 
3, 7, distance/distance_to_7, static_var/Bio14, 293595.617252301, 0.139226537620561, 0.36640588886188, 3.63620162408418, 0.0441529789419837, 
3, 7, distance/distance_to_7, static_var/Bio15, 457544.481695964, 0.173805653821183, 0.441170313955914, 4.01836748494424, 0.0616311654868325, 
3, 7, distance/distance_to_7, static_var/Bio16, 262001.095048888, 0.13152211741081, 0.348657724332252, 3.89910530065888, 0.0371234243861639, 
3, 7, distance/distance_to_7, static_var/Bio17, 343742.114937681, 0.150648083540792, 0.391995374476061, 4.26959682839124, 0.0431107532113936, 
3, 7, distance/distance_to_7, static_var/Bio18, 148423.653740441, 0.0989917035359458, 0.269621727621784, 3.52929804293058, 0.0252688668115383, 
3, 7, distance/distance_to_7, static_var/Bio19, 318162.625462849, 0.144934514387254, 0.379303148891349, 3.90867914208392, 0.0427746795341397, 
3, 7, distance/distance_to_7, static_var/Cy000, 197721.008032094, 0.114254587529836, 0.307502729681834, 3.95064893364315, 0.0254574300294345, 
3, 7, distance/distance_to_7, static_var/D_ComF, 637495.421470258, 0.205156732653498, 0.501893387203029, 3.21966271762002, 0.0878641632807616, 
3, 7, distance/distance_to_7, static_var/D_DefoI2, 1176602.35328101, 0.394164123858198, 0.619089984199286, 3.07923965878162, 0.208412270173999, 
3, 7, distance/distance_to_7, static_var/D_KBA, 557786.034293527, 0.313375776530244, 0.477041373208116, 2.72279909254921, 0.115407696479122, 
3, 7, distance/distance_to_7, static_var/D_OPC, 921408.11444095, 0.246645533436405, 0.572150978786407, 3.9370296534269, 0.1124458612136, 
3, 7, distance/distance_to_7, static_var/D_PA, 376517.755696128, 0.157666696975055, 0.407285419097127, 3.62523100662784, 0.0558079590174326, 
3, 7, distance/distance_to_7, static_var/D_Rbr2007, 13617356.649392, 0.948186231962859, 0.936982655978463, 2.08278651085685, 0.929694522730415, 
3, 7, distance/distance_to_7, static_var/D_ResF, 503229.953583921, 0.18227641596578, 0.458240374684738, 3.33868990212807, 0.0690275987477463, 
3, 7, distance/distance_to_7, static_var/D_River, 169313.315541133, 0.105728676544798, 0.286509111805545, 3.89982630893357, 0.023186203655426, 
3, 7, distance/distance_to_7, static_var/D_Road, 503642.704920736, 0.18235115258784, 0.458388789070649, 4.07719737854825, 0.0612776678333388, 
3, 7, distance/distance_to_7, static_var/D_Town, 660832.960711219, 0.208878185915339, 0.508657605729732, 3.75969067792311, 0.0877686716076727, 
3, 7, distance/distance_to_7, static_var/D_Vill, 897812.589007852, 0.243466988674024, 0.567159864610529, 3.67157409788508, 0.125277516286934, 
3, 7, distance/distance_to_7, static_var/Elev, 1282592.64498883, 0.29099907694928, 0.635495717363802, 3.12507870884884, 0.216464782934742, 
3, 7, distance/distance_to_7, static_var/OC000, 77551.3406263275, 0.0715553143166314, 0.198367077235625, 3.25367260091499, 0.012650286221402, 
3, 7, distance/distance_to_7, static_var/PDn15, 740579.73822727, 0.221122609944857, 0.530260581555663, 3.45839391425474, 0.104915738321826, 
3, 7, distance/distance_to_7, static_var/PH000, 103166.669115395, 0.08253096882869, 0.227321504371475, 3.85769356706761, 0.0142504656128867, 
3, 7, distance/distance_to_7, static_var/Sd000, 139015.625689541, 0.110623760218115, 0.261539956779321, 3.21017632814725, 0.0226659997684416, 
3, 7, distance/distance_to_7, static_var/Slope, 395517.549002263, 0.186594778224471, 0.415698927860575, 3.54893203139753, 0.0617996524874304, 
