system:index,B10,B2,B3,B4,B5,B6,B7,ClassID,EVI,HH,HH_asm,HH_contrast,HH_corr,HH_diss,HH_ent,HH_idm,HH_savg,HH_var,LSWI,NDTI,NDVI,SATVI,random,.geo
1_1_1_1_2_36_1,297.04504,0.0982699,0.08456704,0.06447856,0.31735927,0.21459723,0.0937962,4,0.6536368948873011,-5.8097153,0.10416666666666669,1627056.5416666665,-0.19982674889105473,997.7083333333333,2.2821740957339185,3.281863333163984E-5,-14357.458333333334,678321.3003472257,0.19317754,0.39171076,0.6622725,0.4170412770985168,0.6906258532950488,
1_1_1_1_2_36_2,296.72238,0.09821893,0.08523564,0.060058434,0.3541259,0.20804085,0.09106673,4,0.751833402589236,-7.827109,0.10416666666666669,710425.8125,-6.372575547776566E-4,592.6041666666666,2.2821740957339185,3.354269020991283E-5,-15072.187499999998,301489.96657986194,0.2598607,0.39107707,0.70999175,0.42391421668247203,0.6906258532950488,
1_1_1_1_2_36_3,297.04504,0.0982699,0.08456704,0.06447856,0.31735927,0.21459723,0.0937962,4,0.6536368948873011,-7.665145,0.10416666666666669,1542064.145833333,-0.2936341489353935,954.2708333333334,2.2821740957339185,2.9347641736981838E-5,-14996.1875,596330.2617187481,0.19317754,0.39171076,0.6622725,0.4170412770985168,0.6906258532950488,
1_1_1_1_2_36_4,296.72238,0.09821893,0.08523564,0.060058434,0.3541259,0.20804085,0.09106673,4,0.751833402589236,-7.4138474,0.10416666666666669,1608632.25,-0.05312121967555114,879.625,2.2821740957339185,1.1649520860121421E-5,-15051.25,693754.1449652817,0.2598607,0.39107707,0.70999175,0.42391421668247203,0.6906258532950488,
1_1_1_1_2_36_5,296.7031,0.098847024,0.08707354,0.06373067,0.3578517,0.20750453,0.0894308,4,0.7361248084183187,-8.024946,0.10416666666666669,2546840.2083333335,0.11810014055922208,1208.8749999999998,2.2821740957339185,1.2139745249233182E-5,-14357.999999999998,1418953.7491319422,0.26593354,0.3976412,0.69765973,0.4086959818703749,0.6906258532950488,
1_1_1_1_2_37_0,297.00635,0.0941403,0.08389475,0.05656371,0.32602614,0.19750129,0.08224263,4,0.7021960281348304,-7.262244,0.10416666666666669,1523501.1249999998,-0.37774163318345727,991.0416666666666,2.2821740957339185,5.700578369402085E-6,-14398.625,552014.9392361138,0.24549784,0.41201487,0.7043115,0.42149266075800285,0.34317673179376784,
1_1_1_1_2_37_1,297.00635,0.0941403,0.08389475,0.05656371,0.32602614,0.19750129,0.08224263,4,0.7021960281348304,-8.559235,0.10416666666666669,1820630.770833333,-0.19723390013672581,1101.8541666666667,2.2821740957339185,6.124249308036047E-6,-14559.437499999998,718397.7269965317,0.24549784,0.41201487,0.7043115,0.42149266075800285,0.34317673179376784,
1_1_1_1_2_37_2,296.82452,0.09714028,0.08428645,0.061949663,0.33325377,0.20629278,0.089223444,4,0.6946543704569869,-6.7318416,0.10416666666666669,2353288.083333333,0.06947175416587209,1217.8333333333333,2.2821740957339185,0.004177674988152094,-13483.208333333332,1354091.4644097313,0.23531054,0.39615196,0.68649226,0.413689501666839,0.34317673179376784,
1_1_1_1_2_38_0,297.42386,0.09425806,0.0829998,0.055437755,0.3203315,0.17593282,0.07124542,4,0.7000196569348616,-8.523526,0.10416666666666669,225523.7916666667,0.09485388883474108,401.7083333333333,2.2821740957339185,4.486074417423891E-5,-16806.708333333332,124302.42795138434,0.2909713,0.42353004,0.7049373,0.3870356149766117,0.25024807131738624,
1_1_1_1_2_39_0,297.00876,0.095245875,0.0873361,0.05632115,0.351066,0.1991571,0.08481946,4,0.7560283010792652,-6.2178383,0.10416666666666669,4900206.291666666,-0.06645546240501014,1845.875,2.2821740957339185,1.3815623134550854E-6,-15673.583333333334,2378967.190972235,0.276086,0.40263057,0.7235006,0.4249540195463051,0.24382200584189184,
1_1_1_1_2_39_1,297.3049,0.09527068,0.08213575,0.05354152,0.33786762,0.18413894,0.075055905,4,0.752514608483293,-7.430467,0.10416666666666669,2132774.4166666665,-0.09846096218475658,1162.25,2.2821740957339185,1.922285265249744E-5,-14004.166666666666,1002229.1050347332,0.29449567,0.4208534,0.7264166,0.4109095009499246,0.24382200584189184,
1_1_1_1_2_39_2,297.18408,0.095245875,0.085778095,0.053533107,0.3473474,0.20048521,0.08557551,4,0.7697906367392932,-8.362065,0.10416666666666669,4462870.958333333,0.12217251882762442,1824.375,2.2821740957339185,8.080279224315264E-7,-15553.583333333334,2665350.6111111213,0.2680786,0.4016969,0.7329224,0.43884612116130767,0.24382200584189184,
1_1_1_1_2_39_3,296.96533,0.09369613,0.081185594,0.05082884,0.34350723,0.1873146,0.074826285,4,0.7736598398196431,-5.560127,0.10416666666666669,2640734.3333333335,-0.11573307758739466,1428.7083333333335,2.2821740957339185,1.911929358284864E-6,-12977.583333333332,1185069.3758680578,0.29424682,0.42911395,0.7422055,0.4288948316372927,0.24382200584189184,
1_1_1_1_2_41_0,296.3797,0.097007394,0.081553705,0.05351129,0.3513878,0.1894776,0.0739276,4,0.788116406364481,-7.0432434,0.10416666666666669,1129182.2708333333,-0.2181868986348096,908.6874999999999,2.2821740957339185,1.2033910276416584E-5,-15522.104166666666,469959.29470486194,0.299354,0.4386777,0.7356809,0.42140461749494107,0.4183596323014912,
1_1_1_1_2_43_0,298.74802,0.09659808,0.079812825,0.051300958,0.33628497,0.15098247,0.058241643,4,0.7747456129187619,-8.262513,0.10416666666666669,3332896.7083333335,0.0525896571702224,1253.125,2.2821740957339185,2.3196247833842586E-4,-15954.083333333332,1734679.64236111,0.3802891,0.4432607,0.73527956,0.353134990516435,0.05228237080235232,
1_1_1_1_2_43_1,298.5584,0.097302355,0.07962534,0.05231517,0.3509189,0.16303775,0.06350591,4,0.7983695778733653,-9.381528,0.10416666666666669,985773.6458333333,-0.3056934434241177,797.3958333333333,2.2821740957339185,3.7332356784284416E-5,-17298.1875,375602.5065104179,0.36555836,0.43934947,0.7405221,0.3750688729705347,0.05228237080235232,
1_1_1_1_2_44_0,296.4123,0.10030984,0.0839172,0.057152014,0.29167485,0.13504133,0.058956586,4,0.6645490182533553,-7.203769,0.10416666666666669,7960607.541666666,0.18688541169813433,2414.7083333333335,2.2821740957339185,0.0011272978584897495,-16195.208333333332,4964909.470486112,0.36706722,0.39219362,0.67231876,0.2853665287627114,0.7817903084636929,
1_1_1_1_2_45_0,297.9925,0.115931295,0.11049045,0.112553604,0.2895419,0.25865313,0.15251708,4,0.4039431249874612,-8.6153555,0.11197916666666669,1557281.75,0.07742350709770654,961.4166666666667,2.238852396948922,0.06253242031579426,-18972.166666666668,798433.2612847388,0.05634631,0.25813168,0.44016483,0.31741512633451285,0.7917213494014591,
1_1_1_1_2_46_0,296.1765,0.0989081,0.08779641,0.057810906,0.30548868,0.17267418,0.081950255,4,0.6800273669982337,-10.455853,0.10416666666666669,3072074.1041666665,0.23268054017669368,1521.8958333333333,2.2821740957339185,1.2619265854404533E-5,-19289.3125,2016724.1332465224,0.27775997,0.35630485,0.6817453,0.3680742889025186,0.40050187310956353,
