Class	PixelSum	Percentage %	Area [metre^2]
1.0	141197	0.329380781068	127077300.0
2.0	124573	0.290600735426	112115700.0
3.0	14722922	34.3452590916	13250629800.0
4.0	1	2.33277464158e-06	900.0
5.0	20759	0.0484260687846	18683100.0
6.0	222609	0.519296630188	200348100.0
7.0	21047825	49.0998324205	18943042500.0
8.0	203172	0.47395448948	182854800.0
9.0	5104944	11.9086839099	4594449600.0
10.0	1279405	2.98456354031	1151464500.0
