Class	PixelSum	Percentage %	Area [metre^2]
1.0	367641	0.857623602006	330876900.0
2.0	392595	0.915835660412	353335500.0
3.0	15169980	35.3881446573	13652982000.0
4.0	192156	0.448256644028	172940400.0
5.0	293699	0.685133579458	264329100.0
6.0	19858291	46.32491767	17872461900.0
7.0	133250	0.310842220991	119925000.0
8.0	5794160	13.5164695173	5214744000.0
9.0	665635	1.55277644855	599071500.0
