Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
3, 6, distance/distance_to_6, static_var/Acc00, 1224353.81810726, 0.189543741763024, 0.62667260383488, 4.83357750100879, 0.13204626773917, 
3, 6, distance/distance_to_6, static_var/Acc15, 1090384.77620187, 0.239983908385967, 0.604525545622636, 3.86228866106491, 0.145244441538025, 
3, 6, distance/distance_to_6, static_var/BD000, 242644.492788066, 0.103344371568313, 0.337048164542865, 3.82051992333309, 0.0352158820611896, 
3, 6, distance/distance_to_6, static_var/Bio01, 969256.139088652, 0.413095900558402, 0.581893577084812, 3.20605270604652, 0.157875514239762, 
3, 6, distance/distance_to_6, static_var/Bio02, 353952.245150124, 0.176517977540292, 0.396869813334493, 4.03439450505954, 0.0471314204303511, 
3, 6, distance/distance_to_6, static_var/Bio03, 319398.076033422, 0.129884815025747, 0.379932755220243, 4.28973545416679, 0.039601508238496, 
3, 6, distance/distance_to_6, static_var/Bio04, 911857.91609459, 0.163575993275491, 0.570146214153002, 4.71834168083566, 0.063819582525722, 
3, 6, distance/distance_to_6, static_var/Bio05, 687535.916712292, 0.246016537826111, 0.516141677065128, 3.70482599651203, 0.0962287371927882, 
3, 6, distance/distance_to_6, static_var/Bio06, 819238.027667072, 0.208016260107926, 0.549564277131845, 4.10109361103171, 0.087194890564365, 
3, 6, distance/distance_to_6, static_var/Bio07, 543082.373769801, 0.169365553641909, 0.472130051468555, 4.33636265366812, 0.0515007011433134, 
3, 6, distance/distance_to_6, static_var/Bio08, 837380.341331838, 0.332524475550093, 0.553767291633947, 3.48407199345976, 0.134684297613184, 
3, 6, distance/distance_to_6, static_var/Bio09, 838580.472887087, 0.297631986356103, 0.554042240631794, 3.71611316074089, 0.119127556729724, 
3, 6, distance/distance_to_6, static_var/Bio10, 965305.595087818, 0.41225318222865, 0.581107637468969, 3.31992792139702, 0.157608770518998, 
3, 6, distance/distance_to_6, static_var/Bio11, 851798.823095311, 0.335375053154666, 0.557045757307567, 3.61441800942714, 0.126674936918812, 
3, 6, distance/distance_to_6, static_var/Bio12, 371493.404946478, 0.114372642926235, 0.405007334549735, 4.3177179732892, 0.0423899312415805, 
3, 6, distance/distance_to_6, static_var/Bio13, 399604.941845487, 0.145280610958616, 0.417468787002242, 4.14042756199384, 0.0462259753900802, 
3, 6, distance/distance_to_6, static_var/Bio14, 218727.067563966, 0.107483920137827, 0.321812769750868, 4.20938603923218, 0.0278736133673245, 
3, 6, distance/distance_to_6, static_var/Bio15, 417437.968152954, 0.156518959281203, 0.425032580016202, 4.4875229118114, 0.047789966770681, 
3, 6, distance/distance_to_6, static_var/Bio16, 433635.657370089, 0.132734265042872, 0.43168990449715, 4.23924204341634, 0.0484362393824152, 
3, 6, distance/distance_to_6, static_var/Bio17, 280798.796627481, 0.0907723545785675, 0.359384780446778, 5.06953558138474, 0.0290727009786026, 
3, 6, distance/distance_to_6, static_var/Bio18, 245310.030819487, 0.0848425344192834, 0.338683141836157, 5.04307613869627, 0.0267110141848637, 
3, 6, distance/distance_to_6, static_var/Bio19, 167655.294293158, 0.0859033786793627, 0.285217482153333, 4.34986396364005, 0.0200854958986063, 
3, 6, distance/distance_to_6, static_var/Cy000, 179562.048054674, 0.09738666808452, 0.294322765770839, 4.58876205550433, 0.0184206244124002, 
3, 6, distance/distance_to_6, static_var/D_Mill, 673610.09493213, 0.140591891303339, 0.512271745216098, 8.35719308180683, 0.036697360580292, 
3, 6, distance/distance_to_6, static_var/D_River, 462950.691627397, 0.116552971000388, 0.443259638367372, 4.36129001362744, 0.0446693813745414, 
3, 6, distance/distance_to_6, static_var/D_Road, 583562.005186517, 0.130857760567716, 0.485393648042668, 4.51298082312775, 0.0618622437826876, 
3, 6, distance/distance_to_6, static_var/D_Rpd1996, 17946469.0867029, 0.725680557167593, 0.951089499990921, 3.07866224146639, 0.759018623004425, 
3, 6, distance/distance_to_6, static_var/D_Rpd2007, 3335260.04933845, 0.368116604016294, 0.798683121508316, 3.81611445821461, 0.304834454803822, 
3, 6, distance/distance_to_6, static_var/D_Rpd2016, 3035810.72559796, 0.338427433156497, 0.784790626808078, 4.01812329649416, 0.269963205516178, 
3, 6, distance/distance_to_6, static_var/D_Town, 349391.814039458, 0.101254035840207, 0.394705528908884, 4.09528166765772, 0.049135928962912, 
3, 6, distance/distance_to_6, static_var/D_Vill, 1067996.84750211, 0.177027593306415, 0.600544591146977, 4.43716773328159, 0.124531976294277, 
3, 6, distance/distance_to_6, static_var/Elev, 1205014.35177458, 0.265929849213995, 0.623640860051874, 3.6689790991127, 0.157903376895012, 
3, 6, distance/distance_to_6, static_var/OC000, 202340.523066748, 0.0770543948343428, 0.310731156783749, 3.94183714292625, 0.0251091446532157, 
3, 6, distance/distance_to_6, static_var/PDn05, 476870.881837343, 0.177438411667798, 0.44855131137389, 4.03913561195585, 0.0660476828446803, 
3, 6, distance/distance_to_6, static_var/PDn15, 490315.214656331, 0.123425659518778, 0.453545810005911, 3.98071949780004, 0.0667940423635004, 
3, 6, distance/distance_to_6, static_var/PH000, 233941.313134752, 0.111159272035997, 0.331624659898157, 3.88886819664992, 0.031757915157805, 
3, 6, distance/distance_to_6, static_var/S_Txn, 551880.290931998, 0.127256045124625, 0.475081926292026, 4.69326327911766, 0.0600607268083818, 
3, 6, distance/distance_to_6, static_var/Sd000, 125313.804104218, 0.0687587022840173, 0.249157902564528, 3.99850806735107, 0.0153461260414212, 
3, 6, distance/distance_to_6, static_var/Slope, 432712.921527148, 0.239035370331003, 0.431315889459374, 3.80998388388404, 0.0608111842546735, 
3, 6, distance/distance_to_6, static_var/Tx000, 65599.3947820993, 0.107468582664262, 0.182997743574065, 3.16165388496797, 0.00972351061235555, 
3, 6, distance/distance_to_6, static_var/WC000, 324880.42887959, 0.114890026888837, 0.382705765113856, 4.62875094570693, 0.0296676386532919, 
3, 6, static_var/Acc00, static_var/Acc15, 14230607.0612712, 0.428678641187353, 0.804733614628212, 1.5488579483386, 0.569756385728051, 
3, 6, static_var/Acc00, static_var/BD000, 8305197.73396347, 0.298954088567233, 0.71936561897116, 1.58290786222299, 0.505522819611628, 
3, 6, static_var/Acc00, static_var/Bio01, 6256393.05937001, 0.518945221597431, 0.668487744209206, 1.45550332779528, 0.377998296283496, 
3, 6, static_var/Acc00, static_var/Bio02, 9579304.74407737, 0.454058177391278, 0.743623105684225, 1.6091480848417, 0.46828139493144, 
3, 6, static_var/Acc00, static_var/Bio03, 9511002.73607718, 0.350455826907879, 0.742432364340114, 1.67602548862082, 0.464324769990394, 
3, 6, static_var/Acc00, static_var/Bio04, 12689430.8647557, 0.279338988710771, 0.788045853633013, 1.77420242649258, 0.510838032429333, 
3, 6, static_var/Acc00, static_var/Bio05, 6089047.82303695, 0.362008859518596, 0.663463939441262, 1.57655335553199, 0.320681377711913, 
3, 6, static_var/Acc00, static_var/Bio06, 6814906.58593604, 0.296653915927721, 0.684174786547937, 1.64846497074116, 0.356182391169998, 
3, 6, static_var/Acc00, static_var/Bio07, 11125569.6189336, 0.379036697803682, 0.767858650410175, 1.69108708313017, 0.51127857938343, 
3, 6, static_var/Acc00, static_var/Bio08, 6502305.9524608, 0.458167032789572, 0.675591366457539, 1.51813867123861, 0.359309213503365, 
3, 6, static_var/Acc00, static_var/Bio09, 7156110.41800376, 0.429906138481558, 0.693019141996759, 1.56308103274187, 0.38155817249105, 
3, 6, static_var/Acc00, static_var/Bio10, 6720955.58682182, 0.537867145779701, 0.681645326894618, 1.48647902819117, 0.393777683160904, 
3, 6, static_var/Acc00, static_var/Bio11, 6778859.62901821, 0.467808875038941, 0.683209262915129, 1.54238491186487, 0.382086665620862, 
3, 6, static_var/Acc00, static_var/Bio12, 9825495.43377409, 0.290838389760654, 0.747823003650252, 1.70305502477358, 0.499953176224217, 
3, 6, static_var/Acc00, static_var/Bio13, 9745065.38850236, 0.354741918729759, 0.746466495620612, 1.66229278002737, 0.493981991402124, 
3, 6, static_var/Acc00, static_var/Bio14, 8825367.45868165, 0.337587634476752, 0.729818292198821, 1.65197392717452, 0.429943617148079, 
3, 6, static_var/Acc00, static_var/Bio15, 10039482.7683971, 0.379537372368893, 0.751360709795181, 1.72657464954272, 0.425087963883947, 
