From*, To*, Variable*, Range_Lower_Limit*, Weight, 
3, 5, static_var/D_Mill, 273000, 0, 
3, 5, static_var/D_Mill, 279500, 0, 
3, 5, static_var/D_Mill, 280000, 0, 
3, 5, static_var/D_Mill, 280500, 0, 
3, 5, static_var/D_Mill, 281000, 0, 
3, 5, static_var/D_Mill, 285000, 0, 
3, 5, static_var/D_Mill, 287000, 0, 
3, 5, static_var/D_Mill, 296000, 0, 
3, 5, static_var/D_Mill, 296500, 0, 
3, 5, static_var/D_Mill, 298500, 0, 
3, 5, static_var/D_Mill, 302000, 0, 
3, 5, static_var/D_Mill, 302500, 0, 
3, 5, static_var/D_Mill, 303500, 0, 
3, 5, static_var/D_Mill, 304000, 0, 
3, 5, static_var/D_Mill, 309500, 0, 
3, 5, static_var/D_Mill, 311500, 0, 
3, 5, static_var/D_Mill, 312000, 0, 
3, 5, static_var/D_Mill, 312500, 0, 
3, 5, static_var/D_Mill, 317500, 0, 
3, 5, static_var/D_Mill, 318000, 0, 
3, 5, static_var/D_Mill, 318500, 0, 
3, 5, static_var/D_Mill, 319000, 0, 
3, 5, static_var/D_Mill, 319500, 0, 
3, 5, static_var/D_Mill, 320000, 0, 
3, 5, static_var/D_Mill, 320500, 0, 
3, 5, static_var/D_Mill, 321000, 0, 
3, 5, static_var/D_Mill, 331000, 0, 
3, 5, static_var/D_Mill, 331500, 0, 
3, 5, static_var/D_Mill, 6811500, 0, 
3, 5, static_var/D_Mill, 6812000, 0, 
3, 5, static_var/D_Mill, 6812500, 0, 
3, 5, static_var/D_Mill, 6813500, 0, 
3, 5, static_var/D_Mill, 6814000, 0, 
3, 5, static_var/D_Mill, 6814500, 0, 
3, 5, static_var/D_Mill, 6815000, 0, 
3, 5, static_var/D_Mill, 6815500, 0, 
3, 5, static_var/D_Mill, 6819500, 0, 
3, 5, static_var/D_Mill, 6820000, 0, 
3, 5, static_var/D_Mill, 6820500, 0, 
3, 5, static_var/D_Mill, 6821500, 0, 
3, 5, static_var/D_Mill, 6822000, 0, 
3, 5, static_var/D_Mill, 6822500, 0, 
3, 5, static_var/D_Mill, 6823000, 0, 
3, 5, static_var/D_Mill, 6823500, 0, 
