Class	PixelSum	Percentage %	Area [degree^2]
10.0	303694	25.9635204049	2.20564848039
11.0	29644	2.53433587388	0.215296461414
20.0	34674	2.96436250476	0.251828009144
30.0	17330	1.48158280577	0.12586316544
40.0	38188	3.26478269976	0.277349253423
50.0	333396	28.5028148363	2.42136618033
60.0	91566	7.82819452934	0.665019423351
61.0	174	0.0148756727181	0.0012637155676
70.0	86169	7.36679219797	0.625822452556
100.0	129682	11.0868217783	0.941845759988
110.0	51	0.0043601109691	0.000370399390504
120.0	17013	1.45448172387	0.123560879032
121.0	62728	5.36276550725	0.455576724854
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3321	0.283920167223	0.0241195367817
150.0	9	0.000769431347488	6.53645983243e-05
170.0	131	0.0111995007245	0.000951418042276
180.0	635	0.0542876561839	0.00461183554844
190.0	905	0.0773705966085	0.00657277349817
200.0	12	0.00102590846332	8.71527977657e-05
210.0	20364	1.74096666225	0.147898297808
