Class	PixelSum	Percentage %	Area [degree^2]
10.0	302775	25.8849529151	2.19897402863
11.0	29485	2.52074258674	0.214141686844
20.0	34384	2.93956971689	0.249721816531
30.0	17133	1.4647408085	0.12443240701
40.0	37255	3.18501831674	0.270573123397
50.0	335617	28.6926933944	2.43749671065
60.0	93888	8.026707817	0.681883489719
61.0	174	0.0148756727181	0.0012637155676
70.0	86511	7.39603058917	0.628306307293
100.0	126263	10.7945233587	0.917014475358
110.0	51	0.0043601109691	0.000370399390504
120.0	18776	1.6052047756	0.136365077571
121.0	62440	5.33814370413	0.453485057708
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3263	0.27896160965	0.0236982982591
150.0	5	0.000427461859716	3.63136657357e-05
170.0	148	0.0126528710476	0.00107488450578
180.0	544	0.0465078503371	0.00395092683205
190.0	595	0.0508679613062	0.00432132622255
200.0	11	0.000940416091374	7.98900646186e-05
210.0	20368	1.74130863174	0.147927348741
