Class	PixelSum	Percentage %	Area [degree^2]
10.0	301666	25.7901418746	2.19091965757
11.0	29361	2.51014153262	0.213241107933
20.0	34274	2.93016555598	0.248922915885
30.0	16999	1.45328483066	0.123459200768
40.0	36683	3.13611667999	0.266418840037
50.0	336029	28.7279162517	2.4404889567
60.0	95852	8.19461483549	0.69614749762
61.0	174	0.0148756727181	0.0012637155676
70.0	86465	7.39209794006	0.627972221568
100.0	124599	10.6522640517	0.904929287401
110.0	51	0.0043601109691	0.000370399390504
120.0	21057	1.80021287601	0.152931371879
121.0	62201	5.31771102723	0.451749264486
122.0	9	0.000769431347488	6.53645983243e-05
130.0	3355	0.286826907869	0.0243664697087
150.0	5	0.000427461859716	3.63136657357e-05
170.0	148	0.0126528710476	0.00107488450578
180.0	511	0.0436866020629	0.00371125663819
190.0	405	0.034624410637	0.00294140692459
200.0	11	0.000940416091374	7.98900646186e-05
210.0	19840	1.69616865935	0.144092625639
