Class	PixelSum	Percentage %	Area [metre^2]
1.0	2476	0.131147818847	54122531.278
2.0	352	0.0186446010638	7694317.85536
3.0	1523117	80.6758773821	33293597525.3
4.0	192114	10.1758207067	4199392558.14
5.0	20443	1.08281698735	446860624.764
6.0	77495	4.10472545295	1693952165.34
7.0	23935	1.26777990472	523191755.307
8.0	29507	1.56291546474	644989309.54
9.0	18507	0.980271681499	404541876.56
