Class	PixelSum	Percentage %	Area [metre^2]
1.0	6239	0.330464960333	136377412.215
2.0	1160	0.0614424353239	25356274.7506
3.0	1422885	75.3668272292	31102640516.0
4.0	148903	7.8870370233	3254849464.82
5.0	104268	5.52282745375	2279179358.36
6.0	95963	5.0829313974	2097641546.46
7.0	55594	2.94468168051	1215221326.28
8.0	37994	2.01245162732	830505433.512
9.0	14940	0.791336192878	326571331.702
