Class	PixelSum	Percentage %	Area [metre^2]
1.0	1742	0.0922695882192	38078129.841
2.0	314	0.0166318316308	6863681.2687
3.0	1370062	72.5689188144	29947990083.9
4.0	127987	6.77916635327	2797649600.44
5.0	111955	5.92998952301	2447208396.3
6.0	96049	5.08748661243	2099521408.21
7.0	143704	7.6116583843	3141205264.45
8.0	14228	0.753623249818	311007825.131
9.0	21905	1.16025564291	478818274.493
