Interval*, Id_From*, Id_To_*, Category_name_From, Category_name_To_, Observed_Annual_Transition_number_of_elements, Transition_Intensity_percent_of_t1_category, Uniform_Intensity_percent_of_non_category, Uniform_Annual_Transition_number_of_elements, Hypothesized_Annual_error_number_of_elements, Commission_Intensity_percent_of_transition, Omission_Intensity_percent_of_transition, 
8, 4, 3, Non-Forest, Cropland, 0.5, 0.00514827018121911, 0.00241982880842755, 0.235000948827719, 0.264999051172281, 52.9998102344562, 0, 
8, 4, 4, Non-Forest, Non-Forest, 0, 0, 5.1962664479154e-05, 0, 0, 0, 0, 
9, 1, 1, Forest, Forest, 0, 0, 0.0031832232628422, 0, 0, 0, 0, 
9, 1, 2, Forest, Other Vegetation, 1176.5, 0.407121600110734, 0.043224291833522, 123.999686926769, 1052.50031307323, 89.4602901039721, 0, 
9, 1, 3, Forest, Cropland, 126.5, 0.0437746556855146, 0.00541434351868262, 15.6343646076004, 110.8656353924, 87.6408184920155, 0, 
9, 1, 4, Forest, Non-Forest, 0, 0, 6.92828806158971e-05, 0.200213945831798, 0.200213945831798, 0, 100, 
9, 2, 1, Other Vegetation, Forest, 74.5, 0.0495810567087496, 0.0031832232628422, 4.77864066945529, 69.7213593305447, 93.5857172222077, 0, 
9, 2, 2, Other Vegetation, Other Vegetation, 0, 0, 0.043224291833522, 0, 0, 0, 0, 
9, 2, 3, Other Vegetation, Cropland, 28.5, 0.0189672498818706, 0.00541434351868262, 8.13333298510633, 20.3666670148937, 71.4619895259427, 0, 
9, 2, 4, Other Vegetation, Non-Forest, 0.5, 0.00033275876985738, 6.92828806158971e-05, 0.104103215007247, 0.395896784992753, 79.1793569985506, 0, 
9, 3, 1, Cropland, Forest, 4, 0.0163941145128899, 0.0031832232628422, 0.776469419550224, 3.22353058044978, 80.5882645112444, 0, 
9, 3, 2, Cropland, Other Vegetation, 10, 0.0409852862822247, 0.043224291833522, 10.5467676373395, 0.546767637339469, 0, 5.18422000124198, 
9, 3, 3, Cropland, Cropland, 0, 0, 0.00541434351868262, 0, 0, 0, 0, 
9, 3, 4, Cropland, Non-Forest, 1.5, 0.0061477929423337, 6.92828806158971e-05, 0.0169022749758203, 1.48309772502418, 98.8731816682786, 0, 
9, 4, 1, Non-Forest, Forest, 4.5, 0.0464684014869888, 0.0031832232628422, 0.307996459109853, 4.19200354089015, 93.1556342420033, 0, 
9, 4, 2, Non-Forest, Other Vegetation, 0.5, 0.00516315572077654, 0.043224291833522, 4.18902953494229, 3.68902953494229, 0, 88.0640612383057, 
9, 4, 3, Non-Forest, Cropland, 0.5, 0.00516315572077654, 0.00541434351868262, 0.524327660715467, 0.0243276607154671, 0, 4.63978205579905, 
9, 4, 4, Non-Forest, Non-Forest, 0, 0, 6.92828806158971e-05, 0, 0, 0, 0, 
10, 1, 1, Forest, Forest, 0, 0, 0.00224149954403684, 0, 0, 0, 0, 
10, 1, 2, Forest, Other Vegetation, 313.5, 0.10940880854331, 0.0114250353684109, 32.6731272055632, 280.826872794437, 89.5779498546848, 0, 
10, 1, 3, Forest, Cropland, 37.5, 0.0130871780554198, 0.00524075980918759, 15.0145163368647, 22.4854836631353, 59.9612897683608, 0, 
10, 1, 4, Forest, Non-Forest, 0.5, 0.000174495707405598, 0.000536941022744475, 1.53856195950243, 1.03856195950243, 0, 67.5021212560267, 
10, 2, 1, Other Vegetation, Forest, 55, 0.0360830829386063, 0.00224149954403684, 3.41431550922831, 51.5856844907717, 93.7921536195849, 0, 
10, 2, 2, Other Vegetation, Other Vegetation, 0, 0, 0.0114250353684109, 0, 0, 0, 0, 
10, 2, 3, Other Vegetation, Cropland, 113, 0.0741343340375002, 0.00524075980918759, 7.97727256897282, 105.022727431027, 92.9404667531214, 0, 
10, 2, 4, Other Vegetation, Non-Forest, 3, 0.00196816816028761, 0.000536941022744475, 0.818414295671308, 2.18158570432869, 72.7195234776231, 0, 
10, 3, 1, Cropland, Forest, 3, 0.0121560841201021, 0.00224149954403684, 0.553069976622219, 2.44693002337778, 81.5643341125927, 0, 
10, 3, 2, Cropland, Other Vegetation, 0, 0, 0.0114250353684109, 2.82022890286938, 2.82022890286938, 0, 100, 
10, 3, 3, Cropland, Cropland, 0, 0, 0.00524075980918759, 0, 0, 0, 0, 
10, 3, 4, Cropland, Non-Forest, 12, 0.0486243364804084, 0.000536941022744475, 0.132384230808135, 11.8676157691919, 98.8967980765989, 0, 
10, 4, 1, Non-Forest, Forest, 0.5, 0.00516689056525783, 0.00224149954403684, 0.216897219381372, 0.283102780618628, 56.6205561237256, 0, 
10, 4, 2, Non-Forest, Other Vegetation, 0, 0, 0.0114250353684109, 1.10585336087633, 1.10585336087633, 0, 100, 
10, 4, 3, Non-Forest, Cropland, 0, 0, 0.00524075980918759, 0.507201489158674, 0.507201489158674, 0, 100, 
