Transition level Intensity Analysis for interval:  1996 - 2007 
"Mangrove","357.727272727273","0.00186205728227653","0.00160173525885287","Target"
"Oil Palm","10.1818181818182","0.000498058904359349","0.00160173525885287","Avoid"
"Rice Paddy","176.818181818182","0.00228167213133985","0.00160173525885287","Target"
"Rubber","58.2727272727273","0.00243462407657102","0.00160173525885287","Target"
"Water Body","0.818181818181818","4.42093163766044e-05","0.00160173525885287","Avoid"

"","Annual Transition Size for Gain of Water Body","Transition Intensity for Gain of  Water Body","Uniform Transition Intensity","Transition Behavior for Gain of  Water Body"
"Bare Ground","15.3636363636364","0.00620502276398884","0.000109561307867324","Target"
"Built-up Area","0.363636363636364","0.00103305785123967","0.000109561307867324","Target"
"Forest","126.090909090909","8.27847821873888e-05","0.000109561307867324","Avoid"
"Mangrove","38.8181818181818","0.000202058058330896","0.000109561307867324","Target"
"Oil Palm","1.27272727272727","6.22573630449187e-05","0.000109561307867324","Avoid"
"Rice Paddy","22.1818181818182","0.000286235475602532","0.000109561307867324","Target"
"Rubber","0.0909090909090909","3.79816548607023e-06","0.000109561307867324","Avoid"
"Shrub/Orchard","0.636363636363636","2.15665312083111e-05","0.000109561307867324","Avoid"

Transition level Intensity Analysis for interval:  2007 - 2016 
"","Annual Transition Size for Gain of Bare Ground","Transition Intensity for Gain of  Bare Ground","Uniform Transition Intensity","Transition Behavior for Gain of  Bare Ground"
"Built-up Area","3.11111111111111","0.00268199233716475","5.50327737291489e-05","Target"
"Forest","7.66666666666667","5.38811405466125e-06","5.50327737291489e-05","Avoid"
"Mangrove","11.5555555555556","7.76045852370708e-05","5.50327737291489e-05","Target"
"Oil Palm","4.77777777777778","4.58220909366035e-05","5.50327737291489e-05","Avoid"
"Rice Paddy","69.5555555555556","0.000724816393355309","5.50327737291489e-05","Target"
"Rubber","0.222222222222222","3.99723391413142e-06","5.50327737291489e-05","Avoid"
"Shrub/Orchard","2","5.26398905090277e-05","5.50327737291489e-05","Avoid"
"Water Body","4.66666666666667","0.000312360553324409","5.50327737291489e-05","Target"

"","Annual Transition Size for Gain of Built-up Area","Transition Intensity for Gain of  Built-up Area","Uniform Transition Intensity","Transition Behavior for Gain of  Built-up Area"
"Bare Ground","0.888888888888889","0.00014247297465762","3.71001268824339e-06","Target"
"Forest","0.111111111111111","7.80886094878441e-08","3.71001268824339e-06","Avoid"
"Mangrove","0.555555555555556","3.73098967485917e-06","3.71001268824339e-06","Uniform"
"Oil Palm","0.111111111111111","1.06563002178148e-06","3.71001268824339e-06","Avoid"
"Rice Paddy","5.22222222222222","5.44191221848235e-05","3.71001268824339e-06","Target"
"Rubber","0","0","3.71001268824339e-06","Avoid"
"Shrub/Orchard","0","0","3.71001268824339e-06","Avoid"
"Water Body","0.111111111111111","7.43715603153354e-06","3.71001268824339e-06","Target"

"","Annual Transition Size for Gain of Forest","Transition Intensity for Gain of  Forest","Uniform Transition Intensity","Transition Behavior for Gain of  Forest"
"Bare Ground","4.66666666666667","0.000747983116952503","0.00688249020618323","Avoid"
"Built-up Area","0.333333333333333","0.00028735632183908","0.00688249020618323","Avoid"
"Mangrove","125.111111111111","0.000840218874778286","0.00688249020618323","Avoid"
"Oil Palm","572.555555555556","0.00549119150223995","0.00688249020618323","Avoid"
"Rice Paddy","445.333333333333","0.00464067748333559","0.00688249020618323","Avoid"
"Rubber","324.444444444444","0.00583596151463188","0.00688249020618323","Avoid"
"Shrub/Orchard","1560.77777777778","0.0410795856655729","0.00688249020618323","Target"
"Water Body","167.555555555556","0.0112152312955526","0.00688249020618323","Target"

"","Annual Transition Size for Gain of Mangrove","Transition Intensity for Gain of  Mangrove","Uniform Transition Intensity","Transition Behavior for Gain of  Mangrove"
"Bare Ground","33.3333333333333","0.00534273654966074","0.000218958230347253","Target"
"Built-up Area","17.6666666666667","0.0152298850574713","0.000218958230347253","Target"
"Forest","20","1.40559497078119e-05","0.000218958230347253","Avoid"
"Oil Palm","45","0.000431580158821498","0.000218958230347253","Target"
"Rice Paddy","243.888888888889","0.00254148879139761","0.000218958230347253","Target"
"Rubber","7.22222222222222","0.000129910102209271","0.000218958230347253","Avoid"
"Shrub/Orchard","4.88888888888889","0.000128675287910957","0.000218958230347253","Avoid"
"Water Body","8.77777777777778","0.00058753532649115","0.000218958230347253","Target"

"","Annual Transition Size for Gain of Oil Palm","Transition Intensity for Gain of  Oil Palm","Uniform Transition Intensity","Transition Behavior for Gain of  Oil Palm"
"Bare Ground","6.44444444444444","0.00103292906626774","0.00309516503414729","Avoid"
"Built-up Area","1.88888888888889","0.00162835249042146","0.00309516503414729","Avoid"
"Forest","1203","0.000845465374924889","0.00309516503414729","Avoid"
"Mangrove","1100.55555555556","0.00739109054589602","0.00309516503414729","Target"
"Rice Paddy","854.888888888889","0.00890852608702197","0.00309516503414729","Target"
"Rubber","1390","0.025002698132892","0.00309516503414729","Target"
"Shrub/Orchard","950.666666666667","0.0250214946219579","0.00309516503414729","Target"
"Water Body","13.3333333333333","0.000892458723784025","0.00309516503414729","Avoid"

"","Annual Transition Size for Gain of Rice Paddy","Transition Intensity for Gain of  Rice Paddy","Uniform Transition Intensity","Transition Behavior for Gain of  Rice Paddy"
"Bare Ground","163.222222222222","0.0261615999715054","0.00181567942701837","Target"
"Built-up Area","66.4444444444444","0.05727969348659","0.00181567942701837","Target"
"Forest","850.888888888889","0.00059800257145791","0.00181567942701837","Avoid"
"Mangrove","780.333333333333","0.0052405480973072","0.00181567942701837","Target"
"Oil Palm","621.444444444444","0.0059600687118238","0.00181567942701837","Target"
"Rubber","302.111111111111","0.00543423950626167","0.00181567942701837","Target"
"Shrub/Orchard","449.555555555556","0.0118322776110848","0.00181567942701837","Target"
"Water Body","19.6666666666667","0.00131637661758144","0.00181567942701837","Avoid"

"","Annual Transition Size for Gain of Rubber","Transition Intensity for Gain of  Rubber","Uniform Transition Intensity","Transition Behavior for Gain of  Rubber"
"Bare Ground","0.888888888888889","0.00014247297465762","0.00645757777738969","Avoid"
"Built-up Area","1.77777777777778","0.00153256704980843","0.00645757777738969","Avoid"
"Forest","5904.44444444444","0.00414962870818404","0.00645757777738969","Avoid"
"Mangrove","193","0.00129614581304608","0.00645757777738969","Avoid"
"Oil Palm","3344.22222222222","0.0320733323955789","0.00645757777738969","Target"
"Rice Paddy","1460.44444444444","0.0152188285531345","0.00645757777738969","Target"
"Shrub/Orchard","927.222222222222","0.0244044381276576","0.00645757777738969","Target"
"Water Body","0.555555555555556","3.71857801576677e-05","0.00645757777738969","Avoid"

"","Annual Transition Size for Gain of Shrub/Orchard","Transition Intensity for Gain of  Shrub/Orchard","Uniform Transition Intensity","Transition Behavior for Gain of  Shrub/Orchard"
"Bare Ground","0.666666666666667","0.000106854730993215","0.000680077705319441","Avoid"
"Built-up Area","2","0.00172413793103448","0.000680077705319441","Target"
"Forest","1043.11111111111","0.000733095865871881","0.000680077705319441","Target"
"Mangrove","30.3333333333333","0.000203712036247311","0.000680077705319441","Avoid"
"Oil Palm","52.1111111111111","0.000499780480215513","0.000680077705319441","Avoid"
"Rice Paddy","114.777777777778","0.00119606283440261","0.000680077705319441","Target"
"Rubber","15.1111111111111","0.000271811906160937","0.000680077705319441","Avoid"
"Water Body","0","0","0.000680077705319441","Avoid"

"","Annual Transition Size for Gain of Water Body","Transition Intensity for Gain of  Water Body","Uniform Transition Intensity","Transition Behavior for Gain of  Water Body"
"Bare Ground","393.111111111111","0.0630086730423323","0.000527790917677549","Target"
"Built-up Area","7.77777777777778","0.00670498084291188","0.000527790917677549","Target"
"Forest","40.7777777777778","2.86585196820388e-05","0.000527790917677549","Avoid"
"Mangrove","463.333333333333","0.00311164538883255","0.000527790917677549","Target"
"Oil Palm","26.4444444444444","0.000253619945183992","0.000527790917677549","Avoid"
"Rice Paddy","50","0.000521034148578098","0.000527790917677549","Avoid"
"Rubber","3.44444444444444","6.1957125669037e-05","0.000527790917677549","Avoid"
"Shrub/Orchard","3.66666666666667","9.65064659332175e-05","0.000527790917677549","Avoid"

