Class	PixelSum	Percentage %	Area [metre^2]
1.0	232466	2.18633166979	209219400.0
2.0	321660	3.02519699613	289494000.0
3.0	713636	6.71171262679	642272400.0
4.0	159037	1.49573541837	143133300.0
5.0	182528	1.71666715572	164275200.0
6.0	7893768	74.2405124721	7104391200.0
7.0	122360	1.15078997838	110124000.0
8.0	714863	6.72325250341	643376700.0
9.0	292378	2.74980117931	263140200.0
