Class	PixelSum	Percentage %	Area [metre^2]
1.0	124177	1.16787877693	111759300.0
2.0	270602	2.54499893536	243541800.0
3.0	865169	8.13687328219	778652100.0
5.0	40860	0.384286355972	36774000.0
6.0	141290	1.32882572774	127161000.0
7.0	8330356	78.3466018402	7497320400.0
8.0	117787	1.10778113096	106008300.0
9.0	318254	2.99316372818	286428600.0
10.0	424201	3.98959022246	381780900.0
