Class	PixelSum	Percentage %	Area [metre^2]
1.0	87542	0.823328344947	78787800.0
2.0	64629	0.607832670096	58166100.0
3.0	882112	8.29622139108	793900800.0
4.0	225645	2.12218048931	203080500.0
5.0	4783	0.0449838874355	4304700.0
6.0	8170763	76.8456372683	7353686700.0
7.0	64830	0.609723065533	58347000.0
8.0	893219	8.40068219763	803897100.0
9.0	239173	2.24941068568	215255700.0
