Class	PixelSum	Percentage %	Area [degree^2]
10.0	14577	3.07972162714	0.105868861086
11.0	2951	0.623465632276	0.0214323255172
12.0	24	0.0050705439426	0.000174305595531
20.0	6172	1.30397488391	0.0448255889842
30.0	13163	2.78098207985	0.0955993564159
40.0	6182	1.30608761055	0.0448982163156
50.0	279667	59.0859921998	2.03114679106
60.0	255	0.0538745293901	0.00185199695252
61.0	7	0.00147890864993	5.083913203e-05
70.0	1242	0.26240064903	0.00902031456875
80.0	23	0.00485927127833	0.000167042862384
100.0	19006	4.01544825721	0.138035506195
110.0	4	0.0008450906571	2.90509325886e-05
120.0	33390	7.05439426014	0.242502659783
121.0	62462	13.1965131559	0.453644837837
122.0	1	0.000211272664275	7.26273314714e-06
130.0	814	0.17197594872	0.00591186478178
150.0	9	0.00190145397848	6.53645983243e-05
160.0	17	0.00359163529268	0.000123466463501
170.0	23347	4.93258289283	0.169563030786
180.0	277	0.0585225280042	0.00201177708176
190.0	73	0.0154229044921	0.000530179519742
210.0	9659	2.04068266423	0.0701507394683
