Class	PixelSum	Percentage %	Area [degree^2]
10.0	14800	3.12683543127	0.107488450578
11.0	3624	0.765652135333	0.0263201449253
12.0	24	0.0050705439426	0.000174305595531
20.0	6447	1.36207486658	0.0468228405996
30.0	14941	3.15662487693	0.108512495951
40.0	6585	1.39123049425	0.0478250977739
50.0	261456	55.2385057107	1.89888515772
60.0	240	0.050705439426	0.00174305595531
61.0	7	0.00147890864993	5.083913203e-05
70.0	1217	0.257118832423	0.00883874624008
80.0	24	0.0050705439426	0.000174305595531
100.0	21345	4.50961501895	0.155023039026
110.0	4	0.0008450906571	2.90509325886e-05
120.0	37169	7.85279365844	0.269948528346
121.0	71159	15.0339515171	0.516808828018
122.0	1	0.000211272664275	7.26273314714e-06
130.0	811	0.171342130727	0.00589007658233
150.0	21	0.00443672594978	0.00015251739609
160.0	17	0.00359163529268	0.000123466463501
170.0	23465	4.95751306721	0.170420033298
180.0	282	0.0595788913256	0.00204809074749
190.0	97	0.0204934484347	0.000704485115273
210.0	9586	2.02525975974	0.0696205599485
